word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,margin_local,local_top_atom,l2_self,focus_rate
tack,n,SPC.direction,0.0,0.0,ABS.bound,0.0,-0.801722,CHG.advance,7.869573,0.0
figure,n,FND.number,0.0,0.0,ABS.bound,0.0,-0.781061,FND.uninformed,10.234396,0.8752
glide,n,SOC.homeless,0.12815,0.665726,REL.together,-0.537576,-0.780615,MAT.naked,11.099261,0.5436
survey,n,BOD.eye,0.166763,0.708909,FND.information,-0.542145,-0.766726,PRP.strong,14.304959,0.4326
advance,n,CHG.advance,0.161661,0.465811,TIM.indefinite,-0.30415,-0.742837,CHG.end,9.491821,0.9149
ground,n,ECO.earn,0.0,0.0,ABS.bound,0.0,-0.741316,SOC.pass,10.756791,0.9639
pitch,n,ELM.sky,0.0,0.0,ABS.bound,0.0,-0.673439,ELM.wind,9.20892,0.666
venture,n,SOC.pass,0.242956,0.567818,PRP.difficult,-0.324862,-0.6302,CHG.retreat,11.372874,0.6193
dawn,n,TIM.period,0.106552,0.559671,TIM.appear,-0.453119,-0.622515,TIM.moment,12.056704,0.7813
incapable,adj,PRP.impossible,0.296766,0.913373,ACT.sit,-0.616607,-0.56875,PRP.small,12.170574,0.6228
predict,v,FND.mind,0.227304,0.781102,FND.information,-0.553798,-0.553798,FND.information,14.966589,0.6495
reprint,v,FND.labor,0.265704,0.816758,FND.information,-0.551054,-0.551054,FND.information,12.77003,0.8146
tittle-tattle,n,COM.speak,0.196301,0.367276,PRP.shallow,-0.170975,-0.550804,COM.question,17.333517,0.558
ally,n,SOC.nation,0.391029,0.667815,REL.together,-0.276787,-0.528942,COM.cooperate,14.568496,0.6251
pledge,n,MAT.drink,0.278122,0.649524,STA.peace,-0.371402,-0.527009,PER.touch,12.455619,0.7264
refer,v,FND.labor,0.390531,0.916836,FND.information,-0.526304,-0.526305,FND.information,10.519649,0.6805
stool,n,COG.learn,0.179671,0.839051,ELM.water,-0.65938,-0.526,COG.separate,13.347705,0.8995
muff,n,COG.forget,0.349577,0.856328,PRP.wet,-0.506751,-0.525361,VAL.incorrect,11.966484,0.4913
vernal,adj,PRP.young,0.236765,0.835275,ELM.earth,-0.59851,-0.524048,PRP.cold,15.810754,0.7119
trade union,n,SOC.individual,0.172012,0.690195,SOC.family,-0.518183,-0.518183,SOC.family,17.948561,0.5362
riddle,n,COG.confusion,0.406113,0.644629,FND.languageless,-0.238516,-0.507785,COG.mindless,11.179655,0.8725
alternate,adj,REL.same,0.182997,0.633819,TIM.period,-0.450822,-0.505884,SOC.family,10.818938,0.1789
ascomycetous,adj,EXS.being,0.286571,0.835275,ELM.earth,-0.548704,-0.503916,EXS.matter,12.374048,0.6996
micro-organism,n,EXS.being,0.286571,0.835275,ELM.earth,-0.548704,-0.503916,EXS.matter,11.374485,0.8032
peaceful,adj,STA.peace,0.064514,0.777348,PRP.wide,-0.712834,-0.502315,STA.wealth,13.46728,0.6916
approach,n,CHG.advance,0.315624,0.351014,PRP.multiple,-0.03539,-0.499435,PRP.slow,7.698775,0.5677
void,n,EXS.void,0.381114,0.781444,FND.timeless,-0.40033,-0.498504,NAT.sea,13.128671,0.8084
extract,v,ACT.create,0.278525,0.772946,ACT.destroy,-0.49442,-0.494421,ACT.destroy,15.665045,0.8339
Hinayanist,n,WLD.religion,0.219749,0.711506,WLD.unskilled,-0.491757,-0.491757,WLD.unskilled,10.971253,0.5711
some,adj,PRP.multiple,0.269296,0.835275,ELM.earth,-0.565979,-0.491517,PRP.cold,9.251597,0.857
slanguage,n,FND.language,0.078274,0.566437,FND.ahistorical,-0.488164,-0.488163,FND.ahistorical,11.343042,0.802
release,n,COM.conduct,0.357001,0.711506,WLD.unskilled,-0.354504,-0.478917,COM.announce,9.442479,0.759
meshing,n,SOC.homeless,0.171449,0.706291,REL.different,-0.534842,-0.478151,SOC.family,11.259215,0.7629
pulse,v,SOC.homeless,0.171449,0.706291,REL.different,-0.534842,-0.478151,SOC.family,10.257911,0.7451
bring up,v,SOC.homeless,0.19778,0.692403,REL.together,-0.494623,-0.477001,SOC.family,11.665395,0.581
comradely,adj,SOC.individual,0.377868,0.881514,REL.same,-0.503646,-0.476245,SOC.family,15.94596,0.6587
curve,n,EXS.being,0.322859,0.545492,FND.information,-0.222633,-0.476127,FND.time,11.149504,0.4697
plebeian,adj,SOC.public,0.336011,0.63538,FND.transformation,-0.299369,-0.475775,WLD.realm,10.758842,0.472
standard,n,SOC.homeless,0.21378,0.714415,COM.announce,-0.500635,-0.475474,SOC.nation,9.266249,0.5001
lift,n,SOC.homeless,0.36888,0.644629,FND.languageless,-0.27575,-0.474775,SOC.defend,9.850778,0.7552
lubricate,v,EXS.being,0.400196,0.875472,ELM.water,-0.475276,-0.4718,EXS.matter,11.756391,0.8142
monarchical,adj,SOC.individual,0.369776,0.838607,SOC.nation,-0.468831,-0.468831,SOC.nation,14.566391,0.6176
young,adj,PRP.old,0.180929,0.730198,CHG.begin,-0.549269,-0.468748,PRP.new,13.484538,0.9186
neighbor,v,SOC.individual,0.34522,0.823661,REL.different,-0.478441,-0.463793,SOC.family,14.419026,0.9856
suit,n,PRP.difficult,0.422073,0.884499,PRP.rough,-0.462427,-0.462426,PRP.rough,11.879729,0.8146
earth,n,COM.secret,0.41395,0.875136,NAT.sea,-0.461187,-0.462156,COM.silence,13.10475,0.7393
topic,n,EXS.matter,0.279814,0.872184,VAL.sacred,-0.59237,-0.462061,EXS.spirit,16.098274,0.8157
cue,n,FND.language,0.388975,0.806345,CHG.begin,-0.417371,-0.461375,COM.question,15.069251,0.476
vacation spot,n,SOC.nation,0.217277,0.868454,ELM.earth,-0.651177,-0.460318,SOC.village,13.296012,0.985
soak,n,COM.conduct,0.323524,0.854245,PRP.shallow,-0.530721,-0.460148,CHG.advance,8.271991,0.1428
lubricator,n,EXS.being,0.417859,0.885307,ELM.water,-0.467447,-0.459931,EXS.matter,11.759261,0.8123
lead,n,COM.conduct,0.455299,0.626393,SOC.request,-0.171094,-0.456963,COM.teach,8.931836,0.6512
dullard,n,FND.transformation,0.308192,0.857595,ABS.foolish,-0.549403,-0.456674,FND.memoryless,16.792125,0.5821
bull,n,ACT.ascend,0.344419,0.644629,FND.languageless,-0.30021,-0.454112,ACT.lose,11.534664,0.5754
stamp,v,SOC.family,0.133533,0.788957,ELM.earth,-0.655425,-0.452917,SOC.pass,15.014406,0.8611
mesh,n,SOC.homeless,0.32379,0.618883,SOC.family,-0.295093,-0.446348,SOC.citizen,14.171199,0.6576
present,adj,WLD.nonscience,0.290137,0.856753,ACT.emit,-0.566616,-0.445384,WLD.artless,14.728803,0.7989
baby,n,TIM.period,0.370805,0.810735,TIM.appear,-0.43993,-0.43993,TIM.appear,15.387813,0.5579
wintry,adj,TIM.period,0.184935,0.835275,ELM.earth,-0.65034,-0.439063,TIM.come,11.5157,0.6921
effect,n,WLD.nonscience,0.28395,0.638224,SOC.request,-0.354275,-0.437596,WLD.culture,12.267606,0.7402
lubrication,n,EXS.being,0.343845,0.818816,ELM.wind,-0.474971,-0.437076,EXS.matter,13.017621,0.7085
limpidity,n,PRP.clear,0.415031,0.884155,ACT.sit,-0.469124,-0.436209,PRP.small,11.491418,0.5063
momentaneous,adj,TIM.period,0.347334,0.855441,BOD.face,-0.508107,-0.433564,TIM.come,10.904597,0.7402
mortification,n,CHG.grow,0.390984,0.854391,ACT.destroy,-0.463407,-0.430261,CHG.decay,12.487329,0.9871
respect,n,COG.think,0.466917,0.606459,VAL.sacred,-0.139542,-0.429543,COG.enlightenment,11.291452,0.7042
liquid,adj,PRP.clear,0.385123,0.83319,ELM.earth,-0.448067,-0.424956,PRP.cold,11.67974,0.7443
etymologize,v,WLD.science,0.345245,0.826416,PRP.easy,-0.481171,-0.424087,WLD.secular,12.268356,0.5904
menopausal,adj,FND.time,0.42103,0.904657,STA.healing,-0.483628,-0.423601,FND.transformation,16.563043,0.5929
clapper,n,SOC.praise,0.258108,0.870011,ELM.water,-0.611903,-0.423076,SOC.pass,13.951747,0.9896
flash,n,TIM.moment,0.353184,0.859384,PRP.shallow,-0.5062,-0.421624,TIM.appear,8.732719,0.7342
dumping,n,ECO.sell,0.150421,0.593893,ACT.destroy,-0.443472,-0.420936,ECO.loss,12.795993,0.6718
lapse,n,ACT.stop,0.163313,0.577585,ECO.loss,-0.414272,-0.419428,ACT.give,11.102148,0.6646
lobby,n,SOC.request,0.370645,0.880506,EXS.matter,-0.509861,-0.419024,SOC.pass,12.923101,0.9767
agnatic,adj,SOC.individual,0.40991,0.827494,SOC.family,-0.417585,-0.417584,SOC.family,18.173149,0.5425
severe,adj,PRP.deep,0.376391,0.809731,ECO.waste,-0.43334,-0.41739,PRP.murky,11.977529,0.8234
victimise,v,COM.practice,0.313393,0.730475,COM.conflict,-0.417082,-0.417082,COM.conflict,13.874026,0.7664
wide-ranging,adj,PRP.large,0.196879,0.613326,PRP.multiple,-0.416447,-0.416447,PRP.multiple,15.523738,0.5557
agnate,adj,SOC.individual,0.295074,0.711218,SOC.family,-0.416144,-0.416144,SOC.family,13.478461,0.4086
familial,adj,SOC.individual,0.469309,0.884481,SOC.public,-0.415171,-0.415172,SOC.public,13.331108,0.4357
stratification,n,SOC.homeless,0.431996,0.845609,SOC.nation,-0.413613,-0.413613,SOC.nation,13.921133,0.602
settle,n,ACT.stop,0.472174,0.759553,PRP.wide,-0.287379,-0.412172,PRP.soft,12.143216,0.715
logician,n,FND.logic,0.440287,0.850344,FND.uninformed,-0.410058,-0.410057,FND.uninformed,12.169092,0.584
several,adj,PRP.multiple,0.481076,0.890138,PRP.blunt,-0.409062,-0.409062,PRP.blunt,8.856064,0.4684
unemotional,adj,PRP.cold,0.46174,0.913065,EMO.pride,-0.451324,-0.408622,PRP.easy,12.298346,0.9379
overlordship,n,SOC.individual,0.446769,0.855031,SOC.nation,-0.408262,-0.408262,SOC.nation,16.640252,0.3794
requisition,n,SOC.request,0.441374,0.699716,ACT.receive,-0.258341,-0.407826,SOC.praise,13.336093,0.6132
piss,v,EXS.being,0.442927,0.873707,ELM.wind,-0.43078,-0.40781,EXS.matter,10.819691,0.9051
rail,n,ACT.lie_down,0.552072,0.86209,PRP.rough,-0.310018,-0.407639,PER.untouched,12.54689,0.4324
displease,v,EMO.joy,0.323383,0.811869,COM.conflict,-0.488487,-0.407503,EMO.hate,12.770542,0.4882
longueur,n,FND.temporality,0.244533,0.711506,WLD.unskilled,-0.466972,-0.406599,FND.unconscious,9.011642,0.6211
buzz,n,EXS.being,0.407014,0.85043,MAT.food,-0.443417,-0.406228,EXS.void,10.450972,0.6813
innumerableness,n,FND.number,0.502166,0.908356,FND.ahistorical,-0.40619,-0.40619,FND.ahistorical,13.324316,0.5605
ghost,n,ACT.move,0.486441,0.760587,PRP.single,-0.274147,-0.403273,ACT.go,10.46607,0.5499
reefy,adj,PRP.shallow,0.512564,0.928224,BOD.eye,-0.41566,-0.4024,PRP.strong,11.772432,0.575
stale,adj,PRP.new,0.486131,0.888497,PRP.blunt,-0.402365,-0.402366,PRP.blunt,15.22464,0.6511
affair,n,EXS.matter,0.297648,0.818296,ABS.foolish,-0.520648,-0.401204,EXS.absence,11.591414,0.0287
squeak,v,PRP.whole,0.460762,0.861926,PRP.wet,-0.401164,-0.401164,PRP.wet,10.851146,0.8154
extreme,adj,PRP.deep,0.468536,0.905465,ACT.sit,-0.436929,-0.397749,PRP.small,10.917014,0.6947
excuse,n,SOC.defend,0.426849,0.737198,COM.announce,-0.310349,-0.396794,SOC.praise,9.764934,0.4068
artful,adj,WLD.artless,0.397715,0.810062,VAL.sacred,-0.412347,-0.396723,WLD.nonscience,13.314305,0.6733
preposition,n,ACT.move,0.367779,0.848182,ABS.other,-0.480403,-0.396506,ACT.calm,15.37232,0.5905
malediction,n,ACT.build,0.24346,0.855347,VAL.evil,-0.611887,-0.395825,ACT.abandon,16.605579,0.8086
powder,v,EXS.being,0.392174,0.83389,PRP.shallow,-0.441716,-0.39453,EXS.matter,13.281189,0.9285
implement,v,SOC.pass,0.296892,0.700116,WLD.realm,-0.403224,-0.394479,SOC.nation,11.438247,0.7096
imminent,adj,PRP.near,0.375505,0.769236,PRP.young,-0.393731,-0.393731,PRP.young,14.939082,0.4875
partnership,n,SOC.individual,0.394056,0.86083,COM.cooperate,-0.466774,-0.393299,SOC.family,15.295546,0.956
rush,n,SOC.homeless,0.477455,0.769155,COM.conflict,-0.291699,-0.391887,PRP.dry,14.572532,0.7163
neighborly,adj,SOC.individual,0.445536,0.881637,STA.peace,-0.436101,-0.391528,SOC.family,14.230527,0.6614
launch,n,SOC.homeless,0.2168,0.675828,PRP.new,-0.459028,-0.391388,SOC.city,19.746615,0.4675
republish,v,FND.labor,0.483348,0.874365,FND.information,-0.391017,-0.391017,FND.information,11.66441,0.9659
constitutionalize,v,ACT.go,0.308991,0.889626,WLD.culture,-0.580635,-0.38991,ACT.calm,21.383164,0.353
knight,n,PRP.soft,0.297759,0.690694,WLD.nonscience,-0.392935,-0.38987,PRP.young,12.222595,0.9909
infinite,n,FND.spatiality,0.357422,0.880968,VAL.sacred,-0.523545,-0.388759,FND.numberless,14.985139,0.577
lifespan,n,TIM.period,0.38093,0.830001,BOD.face,-0.449071,-0.387333,TIM.come,10.83824,0.6125
uncomplicated,adj,PRP.easy,0.054356,0.706291,REL.different,-0.651934,-0.386463,PRP.near,8.968103,0.6462
designing,n,ACT.create,0.309847,0.835275,ELM.earth,-0.525428,-0.386227,ACT.fall,14.47144,0.9005
win,n,ACT.obtain,0.52252,0.730973,CHG.begin,-0.208453,-0.385055,ECO.buy,11.213462,0.3573
absolute space,n,FND.spatiality,0.518469,0.900538,FND.unchanging,-0.382069,-0.382069,FND.unchanging,17.104773,0.4368
damnation,n,ACT.build,0.333264,0.899266,PRP.impossible,-0.566003,-0.381406,ACT.destroy,16.636246,0.6798
glimpse,n,PER.see,0.485978,0.826453,PRP.shallow,-0.340474,-0.381352,ACT.go,11.868915,0.7997
freeze,n,SOC.refuse,0.131435,0.555868,PRP.multiple,-0.424433,-0.381139,SOC.nation,15.342098,0.5649
wreak,v,ACT.build,0.412847,0.840642,STA.illness,-0.427795,-0.380818,ACT.destroy,11.306361,0.5621
subsidisation,n,ACT.give,0.260359,0.640822,ACT.create,-0.380464,-0.380463,ACT.create,13.357033,0.5886
shrubbery,n,SOC.nation,0.301067,0.877084,ELM.earth,-0.576017,-0.380284,SOC.village,12.647346,0.9883
pluralism,n,COM.practice,0.407042,0.822149,REL.same,-0.415107,-0.379767,COM.cooperate,13.096047,0.477
worst,adj,LOG.effect,0.553731,0.912132,EMO.despair,-0.358401,-0.378904,LOG.unreason,12.404739,0.6722
discomfiture,n,ACT.build,0.386241,0.859106,ABS.foolish,-0.472865,-0.378702,ACT.abandon,11.55128,0.3458
shine,n,ACT.emit,0.51282,0.826897,EXS.void,-0.314077,-0.377736,ELM.light,11.71341,0.3798
regress,n,FND.transformation,0.456269,0.724364,VAL.evil,-0.268095,-0.377085,CHG.end,12.872625,0.7488
time,n,FND.time,0.361807,0.638913,CHG.advance,-0.277106,-0.376985,FND.numberless,12.676809,0.5823
tongue,n,FND.language,0.469666,0.905021,PER.touch,-0.435355,-0.37685,FND.body,9.519137,0.4612
change owners,v,ACT.move,0.529974,0.906292,ACT.calm,-0.376318,-0.376318,ACT.calm,13.412331,0.4978
cooperation,n,COM.practice,0.330335,0.746176,REL.different,-0.415842,-0.37573,COM.cooperate,11.249096,0.9576
ostracism,n,ACT.move,0.270824,0.854127,COM.conflict,-0.583303,-0.375258,ACT.abandon,14.977457,0.6751
semantic,adj,WLD.science,0.444417,0.844376,VAL.sacred,-0.399959,-0.37413,WLD.nonscience,13.788268,0.6953
deracination,n,ACT.move,0.456633,0.905888,SOC.stateless,-0.449256,-0.373695,ACT.abandon,12.218061,0.3507
cousinly,adj,SOC.individual,0.548121,0.921779,SOC.family,-0.373658,-0.373658,SOC.family,13.139608,0.7565
gossip,n,COM.speak,0.359841,0.623293,REL.same,-0.263452,-0.373287,COM.conflict,13.040164,0.7081
other,adj,TIM.past,0.160004,0.728584,PRP.wide,-0.56858,-0.373213,TIM.appear,12.291665,0.666
filter,v,COM.conduct,0.312705,0.785083,FND.uninformed,-0.472378,-0.373078,COM.question,13.639989,0.6731
institution,n,SOC.homeless,0.325166,0.69925,WLD.realm,-0.374084,-0.372173,SOC.nation,9.733544,0.3475
starboard,v,PRP.shallow,0.471825,0.892104,ACT.stop,-0.420279,-0.371788,PRP.dry,14.088653,0.529
affectionate,adj,PRP.hot,0.379612,0.851686,REL.alone,-0.472074,-0.371783,PRP.single,11.06917,0.5242
derivation,n,ACT.descend,0.113853,0.487216,PRP.multiple,-0.373363,-0.371185,ACT.build,12.416916,0.6247
murmur,n,COM.speak,0.490158,0.739547,NAT.flower,-0.249389,-0.369943,BOD.mouth,10.654784,0.3366
eightfold,adj,PRP.multiple,0.379972,0.753003,WLD.artless,-0.373031,-0.369343,PRP.easy,9.771588,0.6021
discomposure,n,ACT.build,0.368821,0.751011,SOC.stateless,-0.38219,-0.369326,ACT.abandon,12.432717,0.5169
fitting,n,EXS.being,0.422966,0.857758,BOD.face,-0.434792,-0.368973,EXS.physical_body,9.873431,0.6247
neighborhood,n,SOC.individual,0.390559,0.766952,PRP.part,-0.376392,-0.366954,SOC.village,13.376009,0.4162
stretch,n,FND.temporality,0.268189,0.661354,STA.healing,-0.393165,-0.366911,FND.transformation,8.739356,0.4774
attractive,adj,SOC.homeless,0.434461,0.800984,SOC.praise,-0.366523,-0.366523,SOC.praise,8.963259,0.4845
solvent,n,COG.know,0.283096,0.880472,ELM.water,-0.597376,-0.364457,COG.separate,14.334154,0.8726
copartnership,n,SOC.individual,0.448809,0.813075,SOC.family,-0.364266,-0.364266,SOC.family,12.492068,0.3512
resident,adj,SOC.citizen,0.53562,0.70784,SPC.inside,-0.17222,-0.363643,ABS.exempt,11.619163,0.6041
anger,n,ACT.make,0.5134,0.921684,EMO.shame,-0.408284,-0.363154,ACT.abandon,13.067869,0.4985
abuse,v,COM.practice,0.170553,0.593893,ACT.destroy,-0.42334,-0.363133,COM.conflict,10.420071,0.834
shame,n,ACT.create,0.497274,0.952354,EMO.shame,-0.455081,-0.362871,ACT.abandon,15.402622,0.5407
walk over,v,SOC.work,0.445663,0.872512,COM.conflict,-0.426849,-0.361931,SOC.criticize,9.519652,0.4318
nihility,n,EXS.void,0.540486,0.910489,FND.timeless,-0.370003,-0.361254,EXS.nonbeing,12.755776,0.7584
commemorative,adj,FND.memory,0.388234,0.863421,WLD.outer_realm,-0.475188,-0.36083,FND.body,14.207687,0.5227
Thatch,n,COM.teach,0.188617,0.855669,EXS.matter,-0.667052,-0.360462,COM.silence,13.773501,0.8162
wide,adj,PRP.deep,0.238044,0.64902,ELM.earth,-0.410976,-0.359294,PRP.wide,10.203,0.553
leer,n,PER.see,0.593264,0.778998,EMO.contempt,-0.185734,-0.359179,PER.tasteless,12.652852,0.772
overcast,adj,ELM.night,0.557336,0.834904,PRP.blunt,-0.277568,-0.358944,NAT.river,9.773296,0.6968
harmonisation,n,COM.speak,0.409102,0.779564,EMO.forgiveness,-0.370461,-0.358532,COM.cooperate,13.326591,0.5085
swing,n,EXS.being,0.384259,0.771244,ELM.night,-0.386985,-0.358265,FND.time,10.801386,0.4456
evident,adj,WLD.artless,0.234691,0.606459,VAL.sacred,-0.371769,-0.357188,WLD.religion,8.77411,0.6599
benthonic,adj,EXS.being,0.49044,0.888565,ELM.water,-0.398125,-0.3567,EXS.matter,11.122827,0.7846
genre,n,WLD.art,0.384986,0.741553,WLD.religion,-0.356567,-0.356567,WLD.religion,11.919155,0.4793
mechanical energy,n,EXS.vitality,0.50836,0.879516,ELM.earth,-0.371156,-0.356122,EXS.matter,11.398982,0.7121
secular,n,WLD.secular,0.261741,0.617274,WLD.realm,-0.355533,-0.355533,WLD.realm,10.679069,0.6778
spite,n,ACT.create,0.52349,0.963387,EMO.anger,-0.439897,-0.355205,ACT.abandon,17.562317,0.6121
spirit,n,PER.taste,0.474006,0.859284,VAL.sacred,-0.385279,-0.355099,BOD.eye,13.37712,0.4378
many a,adj,PRP.multiple,0.507128,0.87082,PER.odorless,-0.363692,-0.354895,PRP.small,13.393126,0.4821
umteen,adj,PRP.multiple,0.405794,0.760587,PRP.single,-0.354793,-0.354793,PRP.single,7.178996,0.4058
turnover,n,SOC.homeless,0.185813,0.565033,REL.different,-0.379219,-0.354398,SOC.family,12.393992,0.4986
choker,n,COG.forget,0.24696,0.863583,ELM.earth,-0.616623,-0.353891,COG.separate,14.240672,0.9908
game bird,n,FND.play,0.285454,0.859329,ELM.earth,-0.573875,-0.353675,FND.spatiality,10.596203,0.7397
pubertal,adj,TIM.period,0.409141,0.783729,STA.healing,-0.374588,-0.353666,TIM.appear,17.009404,0.4573
preposition,n,SOC.homeless,0.375713,0.728312,SOC.citizen,-0.352599,-0.352599,SOC.citizen,11.183703,0.717
kicker,n,SOC.homeless,0.437106,0.879614,PRP.easy,-0.442508,-0.352404,SOC.individual,15.88031,0.6399
bestir oneself,v,ACT.receive,0.579933,0.931734,ACT.stand,-0.351801,-0.351801,ACT.stand,12.548098,0.5848
catchy,adj,PRP.hard,0.428363,0.779802,PRP.easy,-0.35144,-0.351439,PRP.easy,11.153513,0.3947
return,n,ACT.give,0.503593,0.717901,ABS.other,-0.214308,-0.35044,SOC.defend,17.365287,0.5826
race,v,EXS.being,0.477354,0.893394,ACT.go,-0.41604,-0.350266,EXS.matter,9.522817,0.4173
pulp,n,ECO.withdraw,0.56359,0.845583,PRP.wet,-0.281994,-0.349627,PER.see,9.383941,0.5253
baulk,v,EXS.being,0.436247,0.821013,WLD.unskilled,-0.384766,-0.349011,EXS.absence,10.048034,0.4901
forest fire fighter,n,SOC.official,0.406736,0.882075,NAT.sea,-0.475339,-0.348728,SOC.village,10.722371,0.4006
impulsion,n,ACT.build,0.551283,0.899972,ACT.sit,-0.348689,-0.348689,ACT.sit,10.124714,0.6021
infinity,n,FND.temporality,0.451396,0.852006,EXS.nonbeing,-0.40061,-0.348666,FND.ahistorical,15.464609,0.5362
ephemeral,adj,TIM.period,0.400378,0.765649,PRP.blunt,-0.36527,-0.348338,TIM.appear,11.395551,0.4712
deposit,n,ACT.give,0.54745,0.670673,ECO.earn,-0.123223,-0.348072,ECO.earn,9.621076,0.6718
fill in,v,REL.same,0.158655,0.775354,ECO.currency,-0.616699,-0.347311,SOC.defend,14.376877,0.8064
propellant,adj,SOC.homeless,0.320667,0.51843,ACT.agitate,-0.197763,-0.346068,SOC.attack,10.243171,0.6377
lotusland,n,WLD.realm,0.22529,0.586206,COM.muteness,-0.360916,-0.346017,WLD.unskilled,11.270563,0.5411
channelize,v,SOC.homeless,0.345645,0.700116,WLD.realm,-0.354471,-0.345726,SOC.nation,11.114127,0.7264
spousal,adj,SOC.individual,0.382895,0.785502,COM.cooperate,-0.402608,-0.34544,SOC.family,18.494949,0.5729
lactate,v,TIM.period,0.439196,0.872039,PRP.slow,-0.432843,-0.344916,TIM.come,13.857428,0.8088
study,n,COG.think,0.551491,0.871081,FND.uninformed,-0.319591,-0.34484,COG.learn,11.851203,0.6375
riddle,n,COG.separate,0.559563,0.903473,COG.enlightenment,-0.34391,-0.34391,COG.enlightenment,11.010914,0.622
res judicata,n,EXS.matter,0.24085,0.752666,FND.numberless,-0.511816,-0.343683,EXS.spirit,14.745789,0.6387
plan of attack,n,TIM.come,0.456603,0.898026,WLD.science,-0.441424,-0.343623,TIM.past,13.252813,0.3232
talk,n,COM.speak,0.571707,0.704142,COM.question,-0.132434,-0.343316,COM.question,11.535882,0.3405
dart,v,EXS.being,0.347654,0.806775,TIM.appear,-0.459121,-0.343211,EXS.matter,10.487188,0.4903
place,n,EXS.being,0.575482,0.957016,PER.untouched,-0.381533,-0.342842,EXS.physical_body,13.216199,0.6372
variant,adj,REL.different,0.300864,0.667327,FND.transformation,-0.366462,-0.340456,ABS.release,10.084554,0.565
conclude,v,PRP.near,0.375429,0.79644,TIM.past,-0.421011,-0.339382,PRP.deep,9.136865,0.406
endless,adj,PRP.long,0.53175,0.949987,FND.timeless,-0.418237,-0.339254,PRP.impossible,14.887287,0.608
compound,v,PRP.whole,0.392789,0.823653,ELM.earth,-0.430864,-0.339227,PRP.cold,9.213796,0.5411
harmonizer,n,COM.speak,0.43991,0.793163,STA.peace,-0.353252,-0.33908,COM.cooperate,12.671276,0.4577
reference,v,FND.labor,0.56465,0.903442,FND.information,-0.338792,-0.338792,FND.information,10.444744,0.7244
biped,adj,EXS.being,0.447539,0.893518,ACT.sit,-0.445979,-0.33853,EXS.physical_body,11.406357,0.5826
Edward Thatch,n,COM.teach,0.359854,0.838195,COG.ignorance,-0.478341,-0.337913,COM.secret,12.063272,0.4757
roost,n,ACT.sit,0.553814,0.88125,SOC.village,-0.327436,-0.337714,BEI.beast,15.902777,0.4164
area,n,SOC.nation,0.371819,0.878687,ELM.earth,-0.506868,-0.337444,SOC.village,12.253207,0.7117
push,n,SOC.homeless,0.507035,0.624878,WLD.culture,-0.117842,-0.3368,STA.wound,10.643346,0.6006
assertable,adj,PRP.possible,0.546996,0.883308,PRP.easy,-0.336312,-0.336312,PRP.easy,8.992559,0.5961
twinkling,n,TIM.moment,0.24038,0.753789,ELM.earth,-0.513408,-0.335397,TIM.come,9.528206,0.6462
timer,n,SOC.official,0.430335,0.788219,FND.spatiality,-0.357884,-0.335363,SOC.city,12.475118,0.5612
duelist,n,STA.war,0.590171,0.925399,STA.illness,-0.335227,-0.335228,STA.illness,12.494578,0.8727
prevalent,adj,EXS.being,0.295489,0.718256,WLD.science,-0.422768,-0.335146,FND.temporality,10.866778,0.3492
discomfiture,n,ACT.make,0.524019,0.951306,EMO.anxiety,-0.427287,-0.334919,ACT.abandon,12.078811,0.616
check,n,SOC.obstruct,0.451019,0.700871,SOC.official,-0.249852,-0.334859,SOC.attack,12.689528,0.5878
mild,adj,PRP.deep,0.469197,0.859225,BOD.face,-0.390028,-0.334844,PRP.slow,7.99132,0.4955
arranger,n,SOC.homeless,0.450404,0.784973,SOC.request,-0.33457,-0.334569,SOC.request,13.229362,0.3962
disconcertion,n,ACT.build,0.308236,0.67993,EMO.anger,-0.371694,-0.334543,ACT.agitate,12.013855,0.4842
bench,n,ECO.withdraw,0.441084,0.767753,EXS.matter,-0.326669,-0.334268,SOC.work,10.51894,0.4518
slobber,v,EXS.being,0.532746,0.936045,ACT.sit,-0.403299,-0.334252,EXS.physical_body,12.451325,0.9041
geologic time,n,FND.time,0.44264,0.799602,NAT.sea,-0.356962,-0.334192,FND.transformation,15.669214,0.5226
pad,v,PRP.whole,0.512039,0.866182,ACT.emit,-0.354143,-0.333704,PRP.dirty,9.325988,0.5638
lav,n,PRP.possible,0.467132,0.818323,TIM.past,-0.351191,-0.333522,PRP.clear,8.806647,0.4522
mob,n,SOC.family,0.438209,0.860315,STA.war,-0.422106,-0.333476,SOC.attack,10.913633,0.4291
fordable,adj,PRP.shallow,0.508123,0.861313,SOC.defend,-0.35319,-0.33331,PRP.near,10.339979,0.3357
lounger,n,EXS.being,0.456535,0.849481,ACT.sink,-0.392946,-0.333225,EXS.matter,13.080094,0.8869
clot,v,COM.conduct,0.402301,0.735231,COM.conflict,-0.332931,-0.33293,COM.conflict,8.859669,0.5233
discontinue,v,CHG.stay,0.406791,0.846075,COM.conduct,-0.439285,-0.332782,CHG.end,10.496446,0.985
court,n,EMO.respect,0.544544,0.811463,SOC.city,-0.266919,-0.332612,EMO.compassion,12.643454,0.4203
rain shadow,n,SOC.nation,0.417493,0.872835,NAT.sea,-0.455342,-0.332268,SOC.village,10.042677,0.5448
