word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,margin_local,local_top_atom,l2_self,focus_rate
big money,n,ECO.money,0.697945,0.841223,SOC.nation,-0.143278,-0.01877,ECO.price,15.301052,0.5867
mouth,v,COM.answer,0.693468,0.770249,PRP.fast,-0.076781,-0.018769,BOD.mouth,6.593815,0.2899
leather strip,n,MAT.tool,0.859704,0.878471,ACT.move,-0.018767,-0.018767,ACT.move,7.693974,0.5353
apt,adj,ABS.wise,0.936471,0.955214,COG.enlightenment,-0.018743,-0.018743,COG.enlightenment,7.23322,0.6833
carry,n,SOC.homeless,0.866921,0.945512,PER.blind,-0.078591,-0.018741,PRP.weak,10.522509,0.6602
etiologist,n,LOG.cause,0.838096,0.856835,ACT.agitate,-0.018738,-0.018739,ACT.agitate,11.324149,0.4473
get to,v,ACT.arrive,0.917296,0.93603,ACT.sink,-0.018734,-0.018734,ACT.sink,9.413399,0.6302
spin,v,ACT.move,0.799929,0.919537,ELM.night,-0.119609,-0.018731,PRP.cold,8.971656,0.8348
kick,n,ACT.move,0.865426,0.891828,ACT.emit,-0.026402,-0.018729,ACT.sit,6.483287,0.4999
assibilation,n,ACT.emit,0.889097,0.914788,PRP.bright,-0.025691,-0.018724,ELM.light,7.333172,0.423
coral bean,n,NAT.tree,0.900978,0.919694,NAT.flower,-0.018715,-0.018716,NAT.flower,6.327472,0.3336
jabbering,n,COM.speak,0.6523,0.820868,COG.ignorance,-0.168568,-0.018714,COM.secret,9.182365,0.4043
tailor-made,n,MAT.clothing,0.883005,0.910366,PRP.old,-0.027361,-0.018711,MAT.bare_hand,10.734005,0.5702
physical exercise,n,FND.labor,0.859952,0.911373,ACT.sit,-0.051421,-0.018708,BEI.beast,11.382625,0.6088
inside information,n,FND.information,0.841489,0.895157,VAL.falsehood,-0.053668,-0.018703,VAL.incorrect,10.846187,0.6206
raise up,v,ACT.agitate,0.734382,0.789485,ABS.release,-0.055103,-0.0187,LOG.cause,10.781294,0.5096
proffer,v,ACT.give,0.81494,0.866097,PRP.near,-0.051158,-0.018697,BEI.child,11.599706,0.4378
factorize,v,FND.number,0.845924,0.864615,FND.logic,-0.01869,-0.018691,FND.logic,15.84913,0.4758
think about,v,COG.think,0.873826,0.892507,FND.mind,-0.018681,-0.018681,FND.mind,10.073048,0.4133
crocheting,n,ACT.create,0.812542,0.831218,ACT.build,-0.018677,-0.018677,ACT.build,15.166059,0.4548
reassure,v,ACT.calm,0.945971,0.964648,EMO.forgiveness,-0.018676,-0.018677,EMO.forgiveness,7.032039,0.6069
seeking,n,EMO.desire,0.940059,0.958727,ABS.wise,-0.018668,-0.018668,ABS.wise,6.612268,0.7282
buttony,adj,ELM.light,0.802009,0.854757,FND.labor,-0.052747,-0.018662,BEI.plant,7.569887,0.3448
adhesive,n,EXS.matter,0.918934,0.937589,PRP.cold,-0.018654,-0.018655,PRP.cold,5.617907,0.7693
smart,v,STA.pain,0.914044,0.93269,PRP.dirty,-0.018647,-0.018646,PRP.dirty,7.262815,0.6786
gravel,v,EXS.matter,0.903264,0.945812,PRP.wide,-0.042547,-0.018645,PRP.narrow,5.530524,0.932
carry out,v,MAT.tool,0.875989,0.922042,EXS.matter,-0.046053,-0.018644,PRP.smooth,7.238049,0.79
Israelite,n,SOC.individual,0.851985,0.897288,FND.consciousness,-0.045304,-0.018644,ABS.self,8.74151,0.5232
Piscidia piscipula,n,NAT.tree,0.744117,0.762747,BOD.foot,-0.01863,-0.01863,BOD.foot,9.143555,0.6726
weaving,n,ACT.build,0.853744,0.872365,PRP.part,-0.018622,-0.018621,PRP.part,7.006638,0.4076
imaginative,adj,WLD.art,0.795321,0.900725,FND.mind,-0.105405,-0.01861,EXS.vitality,7.562345,0.4028
anthrax,n,STA.illness,0.88729,0.905899,STA.wound,-0.01861,-0.018609,STA.wound,9.841162,0.5666
idealisation,n,COG.think,0.859163,0.87776,COG.intention,-0.018597,-0.018597,COG.intention,7.056669,0.6069
waif,n,BEI.child,0.841257,0.925672,SPC.nowhere,-0.084415,-0.018593,ACT.take,8.544856,0.4776
pacifier,n,ACT.create,0.892709,0.911298,ACT.build,-0.018589,-0.018589,ACT.build,8.442137,0.7268
carnassial,adj,PRP.sharp,0.912816,0.934539,WLD.art,-0.021723,-0.018587,PRP.long,11.213433,0.5878
ground,v,ACT.arrive,0.882952,0.901538,ACT.leave,-0.018586,-0.018586,ACT.leave,5.537836,0.3268
draw,v,ACT.move,0.922835,0.941417,PRP.cold,-0.018582,-0.018582,PRP.cold,5.616068,0.9441
inordinate,adj,LOG.unreason,0.799574,0.818156,ABS.foolish,-0.018582,-0.018582,ABS.foolish,7.130217,0.8622
luminosity,n,PRP.bright,0.772488,0.836387,ELM.sun,-0.063899,-0.01858,PER.salty,8.012766,0.5005
savoury,adj,PER.taste,0.936253,0.954831,PER.sweet,-0.018578,-0.018578,PER.sweet,7.464501,0.467
rear end,n,ACT.sit,0.922025,0.940597,BOD.eye,-0.018572,-0.018572,BOD.eye,7.106216,0.4618
wed,v,REL.together,0.857645,0.876216,COM.cooperate,-0.018571,-0.018571,COM.cooperate,8.213908,0.4379
tote,n,ACT.move,0.841504,0.860062,MAT.drink,-0.018558,-0.018558,MAT.drink,7.513256,0.5599
risk,v,FND.labor,0.709745,0.738753,COM.conduct,-0.029008,-0.018548,FND.memoryless,16.645644,0.4233
sporulation,n,ACT.build,0.875241,0.893788,CHG.grow,-0.018547,-0.018547,CHG.grow,7.269132,0.4986
forgo,v,ACT.abandon,0.88782,0.906361,PRP.difficult,-0.018541,-0.018541,PRP.difficult,13.35363,0.6237
skiing,n,ACT.move,0.833075,0.867667,FND.labor,-0.034593,-0.018538,MAT.tool,12.940024,0.4823
rave,v,SOC.praise,0.76646,0.784994,EMO.happiness,-0.018535,-0.018534,EMO.happiness,9.314523,0.8143
teratogenic,adj,LOG.cause,0.836696,0.912396,SOC.homeless,-0.0757,-0.018523,ACT.agitate,11.047883,0.4489
wash down,v,MAT.food,0.819731,0.857658,STA.comfort,-0.037927,-0.01852,ACT.arrive,11.648477,0.547
work out,v,SOC.work,0.759383,0.799781,COM.teach,-0.040398,-0.018518,SOC.request,10.455444,0.6681
chaulmoogra tree,n,NAT.tree,0.834749,0.859225,BOD.face,-0.024476,-0.018514,ACT.sit,7.055442,0.6062
chicot,n,NAT.tree,0.834749,0.859225,BOD.face,-0.024476,-0.018514,ACT.sit,7.055442,0.6541
Melia azederach,n,NAT.tree,0.834749,0.859225,BOD.face,-0.024476,-0.018514,ACT.sit,7.055442,0.6738
trifoliata,n,NAT.tree,0.834749,0.859225,BOD.face,-0.024476,-0.018514,ACT.sit,7.055442,0.6839
itty-bitty,adj,PRP.small,0.850199,0.868706,PRP.blunt,-0.018507,-0.018507,PRP.blunt,9.466133,0.5408
dissever,v,COG.separate,0.809093,0.897717,COM.conduct,-0.088624,-0.018502,SPC.direction,10.285332,0.4938
orris,n,BEI.root,0.854966,0.873466,BOD.hip,-0.018501,-0.0185,BOD.hip,14.168598,0.5057
moonshine,n,ACT.create,0.850319,0.874868,MAT.tool,-0.024549,-0.018499,CHG.grow,8.247529,0.4175
cooperator,n,COM.cooperate,0.89499,0.913483,SOC.public,-0.018493,-0.018493,SOC.public,5.621849,0.3609
debutante,n,BEI.female,0.848142,0.888022,EMO.apology,-0.03988,-0.01849,ABS.responsibility,10.249711,0.4149
tempest-swept,adj,EMO.worry,0.857566,0.876052,VAL.evil,-0.018486,-0.018486,VAL.evil,9.11927,0.6079
unwitting,adj,FND.uninformed,0.931607,0.95009,COG.unlearned,-0.018483,-0.018483,COG.unlearned,6.508029,0.7074
break down,v,COG.separate,0.798591,0.863993,ACT.dissolve,-0.065402,-0.018482,CHG.retreat,9.269223,0.3347
beat,v,EXS.being,0.835111,0.864101,FND.body,-0.02899,-0.018479,EXS.life,13.531852,0.5489
bed rest,n,SOC.rest,0.933741,0.958724,ACT.leave,-0.024983,-0.018479,PER.see,7.219309,0.7005
brokenhearted,adj,EMO.sorrow,0.940044,0.958506,EMO.hate,-0.018462,-0.018462,EMO.hate,6.358894,0.5861
get up,v,ECO.buy,0.862231,0.880692,ACT.give,-0.018461,-0.018461,ACT.give,5.318476,0.3588
luxation,n,ACT.move,0.89585,0.91431,ACT.descend,-0.01846,-0.01846,ACT.descend,7.555198,0.9086
prevail,v,FND.number,0.781117,0.799577,FND.unchanging,-0.01846,-0.01846,FND.unchanging,9.137631,0.7374
valorousness,n,EMO.courage,0.854042,0.877194,PRP.young,-0.023152,-0.01845,COG.enlightenment,10.402937,0.5708
walk,v,ACT.move,0.848351,0.866798,ACT.go,-0.018446,-0.018447,ACT.go,6.196468,0.5105
sere,adj,PRP.dry,0.85476,0.897451,SOC.obstruct,-0.042691,-0.018445,PRP.hot,6.429292,0.305
muteness,n,COM.muteness,0.931484,0.949927,EMO.dislike,-0.018443,-0.018443,EMO.dislike,4.68935,0.6164
idea,n,ACT.create,0.823226,0.841666,PRP.new,-0.018439,-0.01844,PRP.new,17.0855,0.4191
advert,v,PER.hear,0.873223,0.891661,BOD.ear,-0.018438,-0.018438,BOD.ear,6.850549,0.7908
polemize,v,COM.conflict,0.580475,0.633532,SOC.request,-0.053057,-0.018437,COM.cooperate,9.99574,0.7096
state change,n,COM.conduct,0.657405,0.675839,FND.transformation,-0.018434,-0.018434,FND.transformation,9.939939,0.6097
Anglophobic,adj,EMO.dislike,0.917137,0.935567,SOC.criticize,-0.01843,-0.01843,SOC.criticize,6.729934,0.5073
harbour,v,SOC.nation,0.758553,0.776979,SOC.family,-0.018426,-0.018426,SOC.family,7.264272,0.7796
penetrating injury,n,STA.wound,0.897108,0.915532,STA.pain,-0.018424,-0.018424,STA.pain,9.832284,0.494
ambiguous,adj,FND.language,0.787695,0.913108,VAL.incorrect,-0.125413,-0.018419,ECO.price,6.342047,0.3759
disentangle,v,ABS.release,0.892807,0.929412,LOG.effect,-0.036605,-0.018414,COM.conduct,8.215593,0.3905
perky,adj,EMO.happiness,0.710641,0.866298,PRP.easy,-0.155657,-0.018412,EMO.pride,11.502864,0.5332
illuminant,n,FND.transformation,0.830886,0.849294,STA.healing,-0.018408,-0.018408,STA.healing,11.146076,0.5896
nationality,n,SOC.citizen,0.881067,0.899473,FND.language,-0.018406,-0.018406,FND.language,7.052108,0.4257
woman's clothing,n,MAT.clothing,0.916069,0.953289,PER.soundless,-0.03722,-0.018402,PRP.light,8.662728,0.5082
finger-painting,n,ACT.create,0.798201,0.816601,TIM.appear,-0.0184,-0.0184,TIM.appear,14.239141,0.4305
notional,adj,WLD.art,0.632596,0.725657,TIM.indefinite,-0.093061,-0.018393,WLD.unskilled,14.656162,0.583
wolf-whistle,v,ACT.emit,0.811502,0.85921,WLD.artless,-0.047709,-0.018388,ACT.leave,17.901391,0.4314
neuralgic,adj,STA.pain,0.932994,0.951382,STA.poverty,-0.018387,-0.018388,STA.poverty,6.537844,0.5622
sound,v,PER.sound,0.86899,0.887369,NAT.river,-0.018379,-0.018379,NAT.river,8.43342,0.7379
shine,v,ELM.light,0.889853,0.908227,EXS.matter,-0.018374,-0.018374,EXS.matter,5.807146,0.7064
lash out,v,SOC.criticize,0.882256,0.900607,EMO.hate,-0.01835,-0.018351,EMO.hate,9.284277,0.6702
uncaring,adj,COG.mindless,0.918896,0.937245,ABS.foolish,-0.018349,-0.018349,ABS.foolish,5.261561,0.6654
disorganized,adj,COG.confusion,0.834442,0.863614,ECO.price,-0.029172,-0.018347,COG.forget,13.344746,0.4359
smell,v,PER.fragrance,0.895823,0.914161,PRP.bright,-0.018339,-0.018338,PRP.bright,5.869891,0.7106
blank out,v,COG.forget,0.8916,0.909935,FND.memoryless,-0.018335,-0.018335,FND.memoryless,9.768588,0.6849
carter,n,ACT.move,0.874065,0.92372,ECO.earn,-0.049655,-0.018332,ACT.obtain,12.829131,0.582
go forward,v,ACT.move,0.902454,0.92078,PRP.fast,-0.018326,-0.018326,PRP.fast,6.176165,0.6582
discompose,v,EMO.anxiety,0.881547,0.899869,COG.confusion,-0.018322,-0.018322,COG.confusion,6.692556,0.6563
distaste,n,EMO.dislike,0.887598,0.905908,EMO.pride,-0.01831,-0.01831,EMO.pride,6.827587,0.9542
shamble,n,ACT.move,0.849077,0.902822,PRP.rough,-0.053745,-0.018306,ACT.go,9.623025,0.6492
bite,v,EXS.being,0.731389,0.830423,ACT.destroy,-0.099034,-0.018297,EXS.death,9.056678,0.3093
staging,n,ACT.create,0.785609,0.8039,ACT.build,-0.018291,-0.018291,ACT.build,12.560969,0.5531
streetwalker,n,ECO.sell,0.876622,0.937081,PER.tasteless,-0.060459,-0.018284,ACT.take,12.140202,0.5621
pore,v,COG.think,0.919881,0.938165,COG.learn,-0.018284,-0.018284,COG.learn,6.855762,0.5187
work,v,ACT.move,0.883586,0.901868,PRP.cold,-0.018282,-0.018282,PRP.cold,5.5855,0.5077
get up,v,CHG.grow,0.816205,0.834481,ACT.emit,-0.018276,-0.018276,ACT.emit,6.568049,0.3519
tranquility,n,PER.soundless,0.899341,0.917616,VAL.beauty,-0.018276,-0.018275,VAL.beauty,5.91163,0.3166
realize,v,ECO.sell,0.844045,0.905178,CHG.advance,-0.061133,-0.018256,ACT.obtain,6.091153,0.3554
elderly,adj,PRP.aged,0.919069,0.890598,PRP.old,0.02847,-0.018253,PRP.heavy,4.865937,0.3323
hostile fire,n,ELM.fire,0.901975,0.923653,ECO.loss,-0.021678,-0.018247,SOC.obstruct,12.12676,0.5341
black,adj,EMO.despair,0.895482,0.913728,VAL.evil,-0.018246,-0.018246,VAL.evil,9.707492,0.6016
tracer,n,ACT.make,0.806905,0.825149,CHG.grow,-0.018245,-0.018244,CHG.grow,7.521388,0.3272
petition,v,SOC.request,0.681461,0.772033,COM.cooperate,-0.090572,-0.018238,BEI.parent,9.937199,0.561
fin,n,ACT.move,0.862632,0.896896,CHG.grow,-0.034264,-0.018236,ACT.build,10.776466,0.5436
weak,adj,PRP.light,0.848244,0.866474,PRP.wide,-0.01823,-0.01823,PRP.wide,7.661738,0.6665
pan,v,ACT.move,0.865271,0.883497,ACT.emit,-0.018226,-0.018226,ACT.emit,9.939789,0.6316
Pericallis cruenta,n,NAT.flower,0.868033,0.888702,PER.touch,-0.02067,-0.018225,CHG.grow,10.540028,0.5623
understandable,adj,COG.know,0.650213,0.682269,VAL.good,-0.032056,-0.018224,ABS.wise,9.251414,0.7673
nutrient,n,MAT.food,0.806941,0.888188,FND.body,-0.081247,-0.018215,ACT.fall,8.355031,0.7965
outdoors,n,SPC.outside,0.842418,0.860632,WLD.outer_realm,-0.018213,-0.018214,WLD.outer_realm,11.697006,0.4444
sibilant,n,FND.transformation,0.773744,0.791955,STA.healing,-0.018211,-0.018211,STA.healing,9.703932,0.5405
commodious,adj,PRP.wide,0.892351,0.919646,SPC.outside,-0.027295,-0.01821,SPC.place,5.003471,0.5906
river,n,NAT.river,0.835857,0.900161,ELM.night,-0.064304,-0.018207,ELM.moon,6.272727,0.5265
diehard,n,CHG.stay,0.766121,0.857472,EMO.apology,-0.091351,-0.018197,EMO.patience,17.200805,0.482
worrying,n,EMO.anxiety,0.903841,0.922033,EMO.dislike,-0.018192,-0.018192,EMO.dislike,7.342496,0.4737
incandescence,n,FND.transformation,0.847151,0.868371,ACT.rise,-0.021219,-0.018186,STA.healing,9.482219,0.582
bastard,n,BEI.child,0.803009,0.872046,COM.conflict,-0.069037,-0.018181,SOC.refuse,10.553204,0.512
kayoed,adj,FND.unconscious,0.87088,0.906721,PER.taste,-0.035841,-0.018177,PRP.heavy,8.494988,0.829
distillate,n,FND.transformation,0.755807,0.773983,SOC.city,-0.018176,-0.018176,SOC.city,12.236781,0.5512
lithographer,n,WLD.art,0.885907,0.920168,STA.healing,-0.034261,-0.018171,EXS.vitality,9.053231,0.5142
start,n,CHG.begin,0.830652,0.778154,ACT.create,0.052497,-0.018169,PRP.new,13.37035,0.565
peace,n,ACT.build,0.539678,0.706349,COM.cooperate,-0.166672,-0.018166,ACT.give,15.370798,0.4673
grappling hook,n,MAT.tool,0.875338,0.945604,ACT.give,-0.070266,-0.018165,ACT.move,9.021605,0.6217
lance,n,MAT.tool,0.831156,0.881054,WLD.artless,-0.049898,-0.018161,ACT.stand,10.362171,0.4943
reading,n,COG.know,0.880171,0.898329,COG.learn,-0.018158,-0.018158,COG.learn,13.095894,0.4707
dragger,n,ACT.move,0.8712,0.889356,ACT.emit,-0.018155,-0.018156,ACT.emit,5.920086,0.8102
ending,n,CHG.end,0.792672,0.810827,ABS.release,-0.018155,-0.018155,ABS.release,6.623659,0.3751
shaving-brush tree,n,NAT.tree,0.905002,0.923145,MAT.clothing,-0.018143,-0.018143,MAT.clothing,7.081081,0.7219
fluoresce,v,ELM.light,0.741402,0.80242,BEI.root,-0.061018,-0.018132,BEI.plant,10.265343,0.4924
threat,n,STA.danger,0.825982,0.923411,ACT.destroy,-0.097429,-0.018124,STA.poverty,13.919411,0.4674
lander,n,TIM.come,0.883756,0.934206,EXS.matter,-0.050449,-0.018123,MAT.drink,5.683636,0.8104
defy,v,PRP.difficult,0.746759,0.815514,ABS.release,-0.068755,-0.018122,SOC.stateless,11.086814,0.3706
flat,adj,FND.spatiality,0.838337,0.856457,PRP.narrow,-0.01812,-0.01812,PRP.narrow,10.874396,0.5936
force,v,ACT.make,0.904014,0.92213,ACT.build,-0.018115,-0.018116,ACT.build,6.033048,0.5456
lower,v,ACT.move,0.834586,0.852701,SOC.pass,-0.018115,-0.018115,SOC.pass,6.378292,0.3203
Senegalese,adj,SOC.individual,0.846894,0.918403,COG.remember,-0.071509,-0.018114,COM.muteness,8.739326,0.8116
turn,n,ACT.move,0.861518,0.901272,ACT.go,-0.039753,-0.018113,ACT.stand,7.378849,0.7557
mimeograph,n,ACT.make,0.841895,0.860003,BEI.plant,-0.018108,-0.018108,BEI.plant,7.812367,0.7464
work,v,ACT.make,0.906579,0.924685,ACT.build,-0.018106,-0.018106,ACT.build,6.758875,0.5424
sacerdotal,adj,WLD.nonscience,0.886206,0.904312,WLD.religion,-0.018106,-0.018106,WLD.religion,6.360085,0.9859
want,n,EMO.desire,0.881331,0.905036,EMO.hope,-0.023704,-0.018097,EMO.doubt,6.382132,0.3089
sure,adj,EMO.doubt,0.877103,0.940406,PRP.single,-0.063303,-0.018093,EMO.patience,11.120274,0.6399
prefigurative,adj,PRP.sharp,0.898435,0.91772,ELM.water,-0.019285,-0.018092,PER.salty,4.927237,0.7805
distributer,n,ACT.give,0.624251,0.643195,SOC.request,-0.018944,-0.018091,ECO.pay,9.202399,0.4503
banquet,v,MAT.food,0.711858,0.790904,SOC.city,-0.079046,-0.018087,PER.fragrance,13.144984,0.4495
lemon-wood,n,NAT.tree,0.820672,0.867178,ACT.build,-0.046506,-0.018084,NAT.flower,7.85164,0.3955
up-to-dateness,n,ECO.currency,0.705807,0.727056,PRP.new,-0.021249,-0.018084,ELM.light,8.206401,0.3428
defenceless,adj,MAT.bare_hand,0.850604,0.929854,PER.tasteless,-0.07925,-0.018083,MAT.naked,9.031412,0.4921
evil,adj,VAL.evil,0.894142,0.862025,EMO.hate,0.032116,-0.01808,EMO.hate,12.779748,0.4728
framing,n,COG.think,0.865791,0.903594,FND.logic,-0.037803,-0.018073,FND.language,9.446531,0.5908
penitent,adj,EMO.sorrow,0.925051,0.953986,ABS.wise,-0.028935,-0.018072,EMO.pride,7.378044,0.5796
toxemia of pregnancy,n,STA.illness,0.911558,0.929627,STA.pain,-0.018069,-0.018069,STA.pain,9.406062,0.5619
saunter,n,BOD.foot,0.861914,0.918767,ACT.go,-0.056853,-0.018067,ACT.go,7.464189,0.7127
centre,v,COG.think,0.912536,0.930603,ABS.wise,-0.018067,-0.018067,ABS.wise,5.715069,0.6058
fawn,n,ACT.create,0.860751,0.878815,WLD.art,-0.018064,-0.018064,WLD.art,15.655942,0.3577
stupefaction,n,COG.confusion,0.879299,0.914397,FND.intuition,-0.035098,-0.018054,EMO.doubt,13.611663,0.5731
gangling,adj,PRP.high,0.917223,0.935272,PRP.narrow,-0.018049,-0.018049,PRP.narrow,8.437291,0.6091
sprout,v,CHG.grow,0.796946,0.834357,ACT.create,-0.037411,-0.018048,ACT.make,10.212788,0.7407
finalise,v,CHG.end,0.782367,0.800413,LOG.effect,-0.018046,-0.018046,LOG.effect,6.370804,0.3235
condemnation,n,SOC.criticize,0.946276,0.964319,VAL.evil,-0.018043,-0.018043,VAL.evil,5.192872,0.5162
conclusion,n,COG.think,0.864313,0.899236,CHG.end,-0.034923,-0.018039,COG.intention,10.648754,0.5425
body,n,EXS.physical_body,0.912074,0.930108,BOD.eye,-0.018034,-0.018034,BOD.eye,7.180437,0.5187
street clothes,n,MAT.clothing,0.925442,0.943476,BOD.face,-0.018034,-0.018034,BOD.face,5.990898,0.6388
get a line,v,PER.hear,0.719533,0.922293,FND.information,-0.20276,-0.018033,ECO.withdraw,9.075318,0.7251
cross-dress,v,SOC.individual,0.880025,0.920538,STA.health,-0.040514,-0.018031,PER.feel,9.845303,0.7114
yammer,v,ACT.emit,0.824536,0.944266,WLD.artless,-0.11973,-0.018028,PER.see,7.574524,0.5921
dolourous,adj,EMO.sorrow,0.927041,0.945055,EMO.despair,-0.018014,-0.018014,EMO.despair,6.250213,0.5335
ade,n,MAT.drink,0.833953,0.868754,BOD.face,-0.034801,-0.018012,MAT.clothing,6.244965,0.5311
glossy,adj,PRP.bright,0.849437,0.867449,PRP.rough,-0.018013,-0.018012,PRP.rough,5.871724,0.6396
fold,n,FND.transformation,0.898896,0.801232,SOC.city,0.097664,-0.018011,COG.separate,6.513366,0.7483
sit back,v,SOC.rest,0.906049,0.924056,ACT.go,-0.018008,-0.018007,ACT.go,9.472395,0.6928
welcome,n,ACT.receive,0.849185,0.850443,EMO.love,-0.001258,-0.017998,EMO.compassion,9.338987,0.8083
potation,n,MAT.drink,0.829177,0.870113,ELM.moon,-0.040936,-0.017995,MAT.food,6.266659,0.3803
riskiness,n,STA.danger,0.89312,0.911111,STA.poverty,-0.017991,-0.017991,STA.poverty,5.750652,0.3
monotheistic,adj,WLD.nonscience,0.85378,0.87177,WLD.religion,-0.01799,-0.01799,WLD.religion,13.158178,0.5387
commitment,n,ECO.pay,0.775947,0.837775,ABS.responsibility,-0.061828,-0.01798,COM.practice,8.467004,0.3271
rest energy,n,EXS.vitality,0.782787,0.845395,ECO.earn,-0.062608,-0.017976,FND.labor,11.876734,0.5383
kidnapping,n,ACT.take,0.862879,0.920317,VAL.ugliness,-0.057438,-0.017976,SOC.obstruct,15.062013,0.4816
soapberry tree,n,NAT.tree,0.926218,0.944188,PRP.high,-0.01797,-0.01797,PRP.high,5.842343,0.8749
manifold,n,ACT.create,0.61888,0.796608,COM.cooperate,-0.177727,-0.017968,ACT.build,16.813176,0.5015
disorientation,n,EXS.being,0.770043,0.828045,EMO.despair,-0.058002,-0.017961,EXS.spirit,14.367751,0.6111
talker,n,COM.teach,0.882524,0.912985,WLD.science,-0.030462,-0.01796,COM.question,8.487579,0.4257
bid price,n,ECO.price,0.704665,0.858978,FND.number,-0.154313,-0.017954,ECO.income,11.144347,0.7406
lighter,n,ACT.move,0.889799,0.920098,ELM.wind,-0.030299,-0.017953,EXS.matter,5.594516,0.8121
slumberer,n,ACT.lie_down,0.940515,0.958467,SOC.rest,-0.017952,-0.017952,SOC.rest,5.574366,0.8286
bring,v,ACT.build,0.805767,0.836096,ECO.earn,-0.030329,-0.017949,CHG.grow,10.918909,0.5833
hindrance,n,EMO.shame,0.912482,0.930423,VAL.evil,-0.017941,-0.017941,VAL.evil,6.820185,0.4757
mixed-blood,n,SOC.individual,0.881482,0.94146,PRP.small,-0.059978,-0.017938,SOC.rest,6.667866,0.9426
handiwork,n,FND.labor,0.839905,0.883983,PER.untouched,-0.044078,-0.017938,WLD.art,13.257235,0.4635
invitation,n,ACT.create,0.751346,0.769282,ACT.emit,-0.017936,-0.017936,ACT.emit,10.339737,0.4322
trudge,v,BOD.foot,0.900355,0.923261,PRP.narrow,-0.022906,-0.017935,PRP.large,6.067223,0.5407
sunrise,adj,PRP.new,0.786298,0.804223,ACT.create,-0.017925,-0.017925,ACT.create,11.696584,0.4706
bring in,v,ACT.obtain,0.764208,0.81822,ELM.fire,-0.054013,-0.017902,BOD.hand,15.847503,0.5585
facilitatory,adj,ACT.make,0.678252,0.745199,COM.conduct,-0.066947,-0.017892,ACT.build,9.369633,0.3881
grazing,n,STA.wound,0.928962,0.946847,STA.illness,-0.017885,-0.017885,STA.illness,6.775754,0.6383
Australian nettle tree,n,NAT.tree,0.810435,0.919934,PRP.part,-0.1095,-0.017884,PRP.high,14.364173,0.4769
draw in,v,ACT.arrive,0.775152,0.793036,ACT.sit,-0.017883,-0.017884,ACT.sit,10.559402,0.5172
spiritous,adj,MAT.drink,0.884528,0.911271,ECO.waste,-0.026744,-0.017883,PER.fragrance,7.504257,0.8831
sickish,adj,STA.illness,0.697711,0.811941,WLD.unskilled,-0.11423,-0.017881,STA.wound,11.527099,0.6511
ice-cream float,n,MAT.drink,0.804419,0.863147,ACT.go,-0.058728,-0.017879,MAT.tool,9.423354,0.5856
greensward,n,ELM.earth,0.807874,0.825752,ELM.sun,-0.017878,-0.017878,ELM.sun,10.739564,0.5969
clabber,n,FND.transformation,0.84988,0.867755,PRP.soft,-0.017876,-0.017875,PRP.soft,9.966178,0.5769
gelatinize,v,FND.transformation,0.84988,0.867755,PRP.soft,-0.017876,-0.017875,PRP.soft,9.966178,0.5925
individualist,n,SOC.individual,0.921708,0.93958,PRP.single,-0.017872,-0.017872,PRP.single,6.812403,0.826
sympatric,adj,EXS.presence,0.551331,0.725563,PRP.near,-0.174232,-0.017869,PRP.far,11.729034,0.6122
economic value,n,ECO.price,0.870305,0.888169,EMO.manifest,-0.017864,-0.017864,EMO.manifest,9.646249,0.5425
denouncement,n,SOC.criticize,0.829971,0.847832,VAL.profane,-0.017861,-0.017861,VAL.profane,7.528351,0.3318
freight,n,ACT.move,0.627357,0.668773,ELM.earth,-0.041416,-0.017855,EXS.matter,11.60749,0.6454
mellowness,n,PER.taste,0.902602,0.937404,VAL.beauty,-0.034802,-0.017855,PER.sweet,7.177658,0.5617
join forces,v,COM.cooperate,0.825528,0.843353,SOC.public,-0.017825,-0.017825,SOC.public,14.85225,0.497
run out,v,ACT.leave,0.880734,0.898557,ACT.sink,-0.017823,-0.017823,ACT.sink,6.035105,0.4684
loathing,n,EMO.dislike,0.95326,0.971081,EMO.anxiety,-0.017821,-0.017821,EMO.anxiety,4.757104,0.5614
pes,n,BOD.foot,0.889707,0.90752,BOD.hand,-0.017813,-0.017813,BOD.hand,8.272984,0.518
embarrassment,n,EMO.shame,0.943772,0.961577,EMO.anger,-0.017805,-0.017805,EMO.anger,6.465991,0.6669
bailiff,n,SOC.official,0.818983,0.836787,SPC.direction,-0.017804,-0.017804,SPC.direction,12.312417,0.6158
reposition,v,ACT.move,0.900479,0.918282,PRP.fast,-0.017804,-0.017803,PRP.fast,5.423008,0.5522
plan,v,COG.intention,0.859089,0.883395,FND.logic,-0.024306,-0.017793,VAL.correct,15.429791,0.398
spick-and-span,adj,PRP.new,0.841413,0.859197,ACT.emit,-0.017784,-0.017784,ACT.emit,10.697791,0.4787
pattern,v,COM.practice,0.627563,0.777503,TIM.period,-0.14994,-0.017783,WLD.technique,10.92945,0.9365
antagonistic,adj,EXS.being,0.690427,0.818914,COM.conflict,-0.128487,-0.017778,EXS.absence,8.799962,0.3535
promise,v,EMO.hope,0.888862,0.906638,EMO.apology,-0.017776,-0.017776,EMO.apology,11.993451,0.4443
dry-wall,v,ACT.make,0.789789,0.807563,ACT.build,-0.017774,-0.017774,ACT.build,7.726337,0.4438
