word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,l2_self,focus_rate,re_observed
sediment,n,EXS.matter,0.815777,0.812589,ELM.earth,0.003188,8.195962,0.9083,False
corruptive,adj,VAL.profane,0.848367,0.845173,ECO.loss,0.003194,10.417572,0.4895,False
band together,v,COM.cooperate,0.818085,0.814866,REL.together,0.003219,11.651778,0.5005,False
learn,v,COG.learn,0.862154,0.858927,FND.mind,0.003227,12.411555,0.3366,False
good-naturedness,n,ELM.sun,0.797442,0.794202,WLD.outer_realm,0.00324,15.445248,0.4377,False
disintegration,n,COM.conduct,0.82792,0.824678,ECO.loss,0.003242,17.816275,0.5188,False
cognitive,adj,COG.know,0.901602,0.898347,VAL.truth,0.003255,7.482327,0.5688,False
silence,n,COM.muteness,0.927932,0.924675,EMO.unhappiness,0.003257,7.175653,0.4709,False
bed ground,n,SOC.nation,0.792959,0.789693,WLD.realm,0.003266,6.523447,0.8401,False
army officer,n,SOC.official,0.81308,0.809808,SOC.citizen,0.003273,7.962964,0.504,True
step on it,v,ACT.move,0.86776,0.864482,ACT.emit,0.003279,9.138633,0.6291,False
toponymy,n,FND.language,0.82889,0.825611,FND.history,0.003279,9.565565,0.6604,False
irate,adj,EMO.anger,0.960767,0.957481,SOC.criticize,0.003286,5.972871,0.4385,False
practicable,adj,PRP.possible,0.777212,0.773922,TIM.indefinite,0.00329,5.177989,0.7276,False
baronetize,v,PRP.soft,0.913033,0.909742,STA.healing,0.003291,4.205372,0.3665,False
mutter,v,BOD.mouth,0.896397,0.893081,ECO.withdraw,0.003316,11.004342,0.5398,False
Castanopsis chrysophylla,n,NAT.tree,0.86416,0.860842,NAT.flower,0.003318,12.91143,0.5051,False
desolate,v,ACT.destroy,0.748221,0.7449,ECO.waste,0.003321,10.999799,0.6368,True
ribbonwood,n,NAT.tree,0.860502,0.857178,NAT.flower,0.003324,6.96794,0.9201,False
extirpate,v,ACT.destroy,0.932612,0.929274,ELM.darkness,0.003339,7.648701,0.7036,False
disquiet,n,EMO.anxiety,0.947586,0.944242,COG.mindless,0.003344,4.423889,0.663,False
wavy-grained,adj,PRP.rough,0.878197,0.874852,PRP.wide,0.003345,6.649323,0.7978,False
disputative,adj,COM.conflict,0.925021,0.921671,SOC.criticize,0.00335,9.93318,0.7157,False
quiver,n,ACT.move,0.848967,0.845609,SOC.pass,0.003358,10.141135,0.6167,False
African,adj,EXS.being,0.600986,0.597624,ELM.earth,0.003362,9.22731,0.6577,True
prevalence,n,EXS.being,0.600986,0.597624,ELM.earth,0.003362,9.846825,0.6827,True
scurfy,adj,PRP.rough,0.856392,0.853029,PRP.shallow,0.003363,8.643911,0.6516,False
dried-up,adj,PRP.dry,0.898122,0.894749,PRP.wet,0.003374,5.902186,0.5131,False
legal duty,n,ABS.responsibility,0.860291,0.856916,WLD.religion,0.003376,7.022365,0.4585,False
stinker,n,PER.stench,0.962063,0.958686,PRP.murky,0.003378,5.524053,0.6648,False
criticism,n,SOC.criticize,0.952349,0.948972,EMO.contempt,0.003378,4.621388,0.4562,False
vendable,adj,ECO.sell,0.87606,0.872675,ECO.pay,0.003385,14.292195,0.5073,False
glossalgia,n,STA.pain,0.95842,0.955023,STA.illness,0.003397,4.938429,0.6341,False
temptable,adj,PRP.difficult,0.911553,0.908154,EMO.desire,0.003399,4.022511,0.3061,False
pound,v,MAT.tool,0.944962,0.941561,ACT.rise,0.003401,5.154289,0.7559,False
para I,n,BEI.parent,0.869439,0.866036,EMO.compassion,0.003403,8.927883,0.5067,True
dark,adj,COG.ignorance,0.874377,0.870969,FND.uninformed,0.003408,7.591638,0.4229,False
parametric quantity,n,FND.unchanging,0.723002,0.719583,FND.number,0.003418,10.399361,0.5165,False
noctambulation,n,BOD.foot,0.891917,0.888496,ACT.sit,0.003421,6.470661,0.7797,False
wood vinegar,n,MAT.drink,0.838316,0.834889,EXS.matter,0.003428,6.263239,0.8798,True
glistering,adj,ELM.light,0.891471,0.888042,PRP.rough,0.00343,5.323554,0.6673,False
penetrating trauma,n,STA.pain,0.859816,0.856383,STA.wound,0.003433,14.393571,0.4023,False
slubbed,adj,PRP.rough,0.882356,0.878917,PRP.narrow,0.003439,9.601629,0.6099,False
baking,n,ACT.build,0.900955,0.897506,WLD.art,0.003449,12.301034,0.5345,False
hemorrhagic,adj,STA.pain,0.888501,0.885049,STA.wound,0.003452,13.408167,0.3845,False
lead poisoning,n,STA.illness,0.92617,0.922711,CHG.decay,0.003459,8.136964,0.6808,False
balata tree,n,NAT.tree,0.893114,0.889652,MAT.tool,0.003462,6.273411,0.9102,False
malodor,n,PER.stench,0.913312,0.909844,PRP.dirty,0.003468,6.755039,0.6377,False
set forth,v,ACT.leave,0.879895,0.876425,MAT.tool,0.00347,6.121932,0.3636,False
narrow,v,FND.transformation,0.817933,0.814463,SOC.city,0.00347,9.220697,0.7056,False
call attention,v,PRP.sharp,0.905986,0.902516,VAL.beauty,0.00347,7.532667,0.4313,False
concern,n,EMO.fear,0.923322,0.91984,WLD.unskilled,0.003483,7.584734,0.4862,False
perilousness,n,STA.danger,0.906154,0.902652,STA.poverty,0.003502,5.891519,0.4803,False
pull away,v,ACT.move,0.873984,0.870477,PRP.slow,0.003507,7.351912,0.5421,False
retentive,adj,FND.memory,0.931764,0.928229,COG.ignorance,0.003536,5.923608,0.8014,False
pool,n,ELM.water,0.891611,0.888064,EXS.matter,0.003547,5.243735,0.9471,False
unobjectionable,adj,PRP.clean,0.942196,0.938647,PER.delicious,0.003549,7.287963,0.1849,False
manufacture,n,ACT.make,0.793624,0.790074,ACT.create,0.00355,9.392212,0.6238,False
pyknotic,adj,STA.illness,0.782681,0.779122,PRP.weak,0.003559,14.115389,0.4319,False
urodynia,n,STA.pain,0.920999,0.917434,STA.illness,0.003565,6.58966,0.8655,False
abhorrer,n,EMO.hate,0.946766,0.943189,EMO.contempt,0.003577,5.236021,0.7644,False
oxide,n,FND.transformation,0.908959,0.905373,ACT.dissolve,0.003586,7.420333,0.6794,False
fiddling,adj,PRP.small,0.959611,0.956018,PRP.low,0.003593,3.601878,0.5633,False
compare,n,COG.think,0.874303,0.870706,FND.number,0.003597,11.186421,0.4424,False
mum,n,PER.soundless,0.920184,0.916586,PRP.far,0.003598,13.180927,0.3371,False
hemorrhoid,n,STA.pain,0.956708,0.953106,STA.illness,0.003602,5.918847,0.7113,False
toxic industrial waste,n,ECO.waste,0.85326,0.849656,ACT.destroy,0.003604,9.273722,0.5816,False
conversation,n,FND.language,0.833164,0.829554,SOC.citizen,0.00361,10.01676,0.7018,False
anger,n,EMO.anger,0.966232,0.96262,SOC.criticize,0.003612,6.213053,0.5504,False
solvent,n,COG.enlightenment,0.90392,0.900296,WLD.nonscience,0.003623,6.4751,0.5347,False
kickoff,n,CHG.begin,0.818981,0.815347,PRP.new,0.003633,11.401471,0.6444,False
heliophila,n,NAT.flower,0.92814,0.924485,ELM.wind,0.003655,4.650139,0.9758,False
colour-blind,adj,PER.blind,0.958321,0.954664,PER.bitter,0.003657,8.861814,0.4534,False
desire,n,EMO.desire,0.94365,0.93999,EMO.sorrow,0.00366,6.317639,0.7476,False
listen,v,BOD.ear,0.906347,0.902673,PER.hear,0.003674,8.821189,0.632,False
stiffening,n,COM.conduct,0.680985,0.677301,SOC.official,0.003684,10.008942,0.5,False
uprising,n,STA.war,0.816063,0.812376,ACT.agitate,0.003687,11.845258,0.3661,False
humourous,adj,FND.play,0.795717,0.792027,EMO.apology,0.00369,9.022542,0.5927,False
invocation,n,SOC.request,0.922377,0.918686,SOC.praise,0.003691,6.731782,0.5116,False
bastardisation,n,VAL.profane,0.831053,0.827361,LOG.unreason,0.003693,6.290222,0.3535,False
excuse,v,ABS.exempt,0.880252,0.876558,EMO.like,0.003694,7.381089,0.8667,False
leaf,n,CHG.grow,0.834909,0.831208,TIM.appear,0.003701,13.355694,0.4806,False
carve up,v,COG.separate,0.908852,0.905147,FND.spatiality,0.003705,6.454945,0.6803,False
aggression,n,SOC.attack,0.955617,0.951912,COM.conflict,0.003705,5.848509,0.8208,False
north wind,n,ELM.wind,0.868442,0.864734,NAT.sea,0.003708,8.919626,0.878,False
pod,n,ACT.make,0.800305,0.796596,NAT.flower,0.003709,7.556162,0.5576,True
sigh,v,ACT.emit,0.921836,0.918125,ACT.leave,0.003711,6.797107,0.5879,False
foliate,v,CHG.grow,0.915008,0.911297,ACT.make,0.003711,14.653082,0.46,False
snow eater,n,ELM.wind,0.883178,0.879456,ELM.earth,0.003722,5.404774,0.4045,False
performance,n,ACT.build,0.888152,0.884428,WLD.art,0.003724,7.821172,0.3587,False
distance,n,PRP.far,0.840048,0.836322,SOC.village,0.003726,9.732322,0.4622,False
peaked,adj,STA.illness,0.932827,0.9291,PRP.weak,0.003727,6.425809,0.6561,False
tsk,v,ACT.emit,0.817828,0.814095,BOD.mouth,0.003733,11.213779,0.5659,False
corduroy,v,ACT.make,0.699,0.695265,ACT.build,0.003735,10.448872,0.5466,True
platan,n,NAT.tree,0.94876,0.945024,ACT.sit,0.003736,6.411116,0.789,False
tourist,n,ACT.go,0.906229,0.902492,PER.see,0.003737,7.253001,0.6855,False
prospect,n,SOC.individual,0.898245,0.894478,COG.think,0.003767,6.045593,0.7893,False
slumber,n,SOC.sleep,0.965943,0.962173,SOC.rest,0.00377,4.094128,0.8752,False
preteen,adj,PRP.young,0.672343,0.66857,WLD.unskilled,0.003773,11.606126,0.6746,True
jumpsuit,n,MAT.clothing,0.903889,0.900098,ACT.go,0.003791,7.058815,0.5345,False
daze,v,COG.confusion,0.883561,0.879767,VAL.falsehood,0.003794,5.627398,0.361,False
libidinal,adj,EMO.desire,0.918195,0.914401,EMO.courage,0.003795,6.251719,0.6159,False
incarnation,n,EXS.being,0.806304,0.802505,EXS.vitality,0.003798,17.36772,0.4277,False
branding iron,n,MAT.tool,0.936702,0.9329,ACT.move,0.003802,5.003466,0.7946,False
generation,n,ACT.create,0.880013,0.876206,PRP.new,0.003808,12.314619,0.4828,False
undertide,n,NAT.river,0.881796,0.877981,ELM.water,0.003816,6.73065,0.9518,False
release,v,ABS.release,0.907479,0.90365,COM.teach,0.003829,8.837713,0.4031,False
indigent,adj,STA.poverty,0.902351,0.898518,SOC.homeless,0.003832,8.930954,0.5851,False
sapless,adj,PRP.weak,0.925489,0.921647,SOC.homeless,0.003842,6.262922,0.8361,False
play,v,ACT.build,0.893039,0.889186,CHG.grow,0.003853,7.309134,0.4434,False
ruthfulness,n,EMO.sorrow,0.945746,0.941893,EMO.unhappiness,0.003853,6.770741,0.4833,False
nodular,adj,PRP.part,0.87822,0.874361,FND.spatiality,0.003859,8.042331,0.4557,False
tyke,n,BEI.child,0.898039,0.894178,EMO.manifest,0.003861,12.69528,0.58,False
do,v,ACT.build,0.889955,0.886087,PRP.multiple,0.003867,11.65737,0.457,False
induce,v,ACT.make,0.781161,0.777286,ACT.build,0.003875,8.99605,0.5193,False
stigmatist,n,SOC.individual,0.893155,0.88928,FND.unconscious,0.003875,6.202896,0.9652,False
facilitation,n,ACT.create,0.737473,0.733583,CHG.begin,0.003891,11.578739,0.6953,False
unknowledgeable,adj,COG.ignorance,0.973255,0.969332,FND.uninformed,0.003922,5.246685,0.788,False
squander,v,ECO.waste,0.922524,0.918597,STA.poverty,0.003927,7.3279,0.5326,False
animation,n,EXS.being,0.806792,0.802848,CHG.begin,0.003944,6.643357,0.5268,False
lubber,n,WLD.unskilled,0.951718,0.947737,EXS.absence,0.003981,5.988714,0.8932,False
abhor,v,EMO.hate,0.962068,0.958084,EMO.contempt,0.003983,5.439425,0.6864,False
transposition,n,ACT.move,0.927108,0.923117,SOC.pass,0.00399,8.739852,0.7292,False
puerpera,n,BEI.parent,0.823742,0.819752,SOC.request,0.00399,11.72667,0.4562,True
view,v,COG.think,0.897068,0.893078,EMO.hope,0.00399,5.620376,0.3819,False
training,n,COM.teach,0.906714,0.902723,ABS.release,0.003992,10.34809,0.3468,False
malady,n,STA.illness,0.95695,0.952954,STA.pain,0.003996,4.399899,0.6105,False
synthesize,v,FND.transformation,0.671879,0.667882,WLD.science,0.003997,13.930658,0.5679,False
stab,n,STA.wound,0.934965,0.930966,STA.pain,0.003999,8.786759,0.5175,False
compassionate,v,EMO.compassion,0.858973,0.854964,BEI.parent,0.004009,9.668625,0.5352,True
depart,v,ACT.go,0.892198,0.888183,ACT.leave,0.004015,7.129084,0.5729,False
teething,n,CHG.grow,0.821221,0.817206,PRP.young,0.004016,16.166628,0.4143,False
commissioned officer,n,SOC.official,0.859293,0.855276,FND.logic,0.004017,12.871384,0.4002,False
throw in,v,EMO.despair,0.95372,0.949698,EMO.unhappiness,0.004022,5.52184,0.6216,False
kudos,n,SOC.praise,0.955108,0.951074,EMO.apology,0.004033,9.939653,0.6724,False
abradant,n,MAT.tool,0.912239,0.908192,NAT.flower,0.004047,5.778779,0.7965,False
toe,n,PER.touch,0.897429,0.893358,ACT.sit,0.004071,6.540836,0.536,False
reason,n,LOG.reason,0.879796,0.875719,VAL.correct,0.004077,5.195886,0.3558,False
mugging,n,SOC.attack,0.94819,0.944114,SOC.obstruct,0.004077,9.588135,0.5964,False
pronouncement,n,COM.announce,0.55076,0.546682,WLD.secular,0.004078,9.89496,0.6494,True
religious mysticism,n,WLD.religion,0.858095,0.854014,EXS.spirit,0.004081,14.511467,0.4634,False
intumescence,n,CHG.grow,0.821362,0.817277,ACT.make,0.004085,12.257333,0.5729,True
anticipative,adj,EMO.hope,0.953061,0.948974,EMO.joy,0.004087,4.58303,0.6023,False
dismission,n,ECO.withdraw,0.779058,0.774962,REL.alone,0.004096,7.459765,0.3767,False
unswept,adj,PRP.dirty,0.906304,0.902206,PER.stench,0.004098,6.298048,0.5932,False
vender,n,ECO.sell,0.910337,0.906225,SOC.defend,0.004112,9.112811,0.5024,False
dislodgement,n,SOC.homeless,0.928917,0.924805,STA.poverty,0.004112,3.855708,0.3523,False
irritate,v,EMO.anger,0.941952,0.937832,SOC.refuse,0.004119,5.443015,0.6036,False
partitioning,n,FND.transformation,0.714783,0.710658,COM.conduct,0.004125,13.762998,0.5763,False
homeless,n,SOC.homeless,0.920592,0.916458,STA.poverty,0.004134,11.068344,0.5753,True
go far,v,ACT.arrive,0.909779,0.905637,ACT.stop,0.004142,4.657833,0.3675,False
tenebrific,adj,PRP.dark,0.9623,0.958157,PRP.murky,0.004143,4.369987,0.5809,False
monotheistic,adj,WLD.religion,0.879758,0.875616,WLD.nonscience,0.004143,11.496606,0.5379,False
dysphoric,adj,EMO.unhappiness,0.970276,0.966124,EMO.dislike,0.004152,4.110091,0.5859,False
administrate,v,SOC.individual,0.84079,0.836638,COG.mindless,0.004152,7.449047,0.9755,False
sooty,adj,PRP.dirty,0.949027,0.944863,PER.stench,0.004164,4.63924,0.9359,False
construe,v,COG.enlightenment,0.887232,0.883067,EMO.hope,0.004165,9.016911,0.4891,False
disinvest,v,ECO.withdraw,0.920469,0.9163,ACT.leave,0.004169,8.888592,0.4663,False
easygoing,adj,PRP.easy,0.726928,0.722759,TIM.indefinite,0.004169,6.385272,0.4098,False
vapourous,adj,PRP.murky,0.8791,0.874922,ELM.darkness,0.004177,5.203591,0.5595,False
overtaking,n,CHG.advance,0.807187,0.803009,CHG.retreat,0.004178,12.714534,0.6078,True
organic,adj,EXS.being,0.740368,0.736191,EXS.life,0.004178,11.972831,0.4834,False
fly,v,ACT.move,0.867349,0.863154,MAT.tool,0.004195,5.896119,0.3272,False
wander,v,ACT.go,0.937565,0.93334,PRP.small,0.004225,5.237156,0.597,False
spend,v,ECO.pay,0.868993,0.864761,ECO.income,0.004231,5.771725,0.3479,False
light,adj,EMO.joy,0.917204,0.912971,EMO.happiness,0.004233,7.048471,0.5531,False
unite,v,REL.together,0.839387,0.835142,REL.same,0.004244,7.506706,0.618,False
enchantment,n,EMO.joy,0.877455,0.87321,FND.intuition,0.004245,9.061773,0.4667,False
preaching,n,COG.learn,0.73303,0.728781,COM.question,0.004249,8.050665,0.5382,True
contriver,n,COG.intention,0.921804,0.917552,COG.know,0.004253,11.003565,0.5707,False
hornbeam,n,NAT.tree,0.899848,0.895595,NAT.flower,0.004253,6.065311,0.9091,False
progress,n,ACT.make,0.881379,0.877121,ACT.build,0.004258,6.010849,0.3127,False
dull,adj,ABS.foolish,0.915643,0.911384,WLD.uncultured,0.004259,6.021126,0.8135,False
little,adj,PRP.young,0.88145,0.877188,EXS.vitality,0.004262,11.0054,0.3229,False
downtime,n,TIM.period,0.80226,0.797999,TIM.past,0.004262,13.495616,0.5056,False
apostatise,v,SOC.individual,0.921403,0.917136,EMO.doubt,0.004267,5.88391,0.9094,False
burden of proof,n,ABS.responsibility,0.90679,0.902519,SOC.citizen,0.004271,5.693295,0.3622,False
smutty,adj,PRP.dirty,0.962996,0.958725,PER.stench,0.004271,3.98792,0.5543,False
ossification,n,FND.transformation,0.709034,0.704748,CHG.end,0.004286,10.678699,0.7147,True
niffy,adj,PER.stench,0.924711,0.920417,PRP.dirty,0.004294,5.855288,0.5705,False
saliferous,adj,PER.salty,0.910271,0.905973,PRP.dry,0.004299,6.144354,0.6355,False
actable,adj,ACT.make,0.836489,0.832188,ACT.create,0.004301,7.420067,0.4961,True
conflagration,n,ELM.fire,0.84722,0.842916,ACT.dissolve,0.004304,14.644894,0.5047,False
ice over,v,FND.transformation,0.932084,0.927764,ACT.dissolve,0.00432,8.472243,0.604,False
bimetal,adj,EXS.matter,0.905022,0.900685,ELM.water,0.004337,6.060947,0.9444,False
speechlessness,n,FND.languageless,0.928595,0.924256,FND.consciousness,0.004339,13.426463,0.4612,False
chew over,v,COG.think,0.949319,0.944971,FND.mind,0.004348,5.353121,0.5458,False
refuse,v,SOC.refuse,0.900271,0.895923,SOC.request,0.004348,7.955053,0.709,False
nakedwood,n,NAT.tree,0.927202,0.922843,PRP.hard,0.004359,5.644277,0.9122,False
procreative,adj,ACT.create,0.906861,0.902483,CHG.begin,0.004378,9.74579,0.5309,True
opening,n,CHG.begin,0.795589,0.791211,WLD.culture,0.004378,13.211321,0.4252,False
hopeful,n,EMO.hope,0.928783,0.924402,ABS.wise,0.00438,6.715723,0.6989,False
debarkation,n,TIM.come,0.688271,0.683891,TIM.appear,0.00438,7.393738,0.3883,True
white-hot,adj,PRP.hot,0.936486,0.932092,PER.sweet,0.004394,8.828455,0.6532,False
impossibility,n,PRP.impossible,0.912765,0.908369,FND.numberless,0.004396,4.282554,0.3814,False
application,n,COM.practice,0.847967,0.84355,TIM.period,0.004416,11.486297,0.6369,False
be sick,v,STA.illness,0.940015,0.935599,STA.poverty,0.004416,6.230464,0.7421,False
luminescent,adj,ACT.emit,0.88779,0.883373,PRP.possible,0.004417,7.681664,0.4957,False
brilliant,adj,PRP.bright,0.941697,0.937277,PER.salty,0.00442,5.952998,0.7922,False
belabour,v,SOC.criticize,0.94016,0.935737,COM.conflict,0.004423,4.998041,0.6895,False
stance,n,ACT.stand,0.955615,0.951188,ACT.rise,0.004427,4.731807,0.5294,False
urge,n,EMO.desire,0.907987,0.903558,EMO.wish,0.004429,5.640685,0.7962,False
kid,n,BEI.child,0.889589,0.885152,SOC.defend,0.004437,10.451641,0.6031,False
sense of direction,n,FND.intuition,0.936722,0.932282,COG.enlightenment,0.00444,6.808628,0.3675,False
congest,v,SOC.obstruct,0.860902,0.856459,CHG.retreat,0.004443,12.452524,0.313,False
club,v,COM.cooperate,0.75389,0.749442,STA.peace,0.004447,11.397665,0.4936,True
pasteurization,n,FND.transformation,0.890159,0.885711,COG.separate,0.004448,11.15566,0.4863,False
change owners,v,SOC.homeless,0.947019,0.94257,SOC.obstruct,0.004449,4.990378,0.3737,False
mammal family,n,SOC.family,0.87804,0.873575,REL.same,0.004465,6.58653,0.5219,False
appraisal,n,COG.think,0.873919,0.86945,COM.question,0.004469,11.11264,0.4456,False
rue,v,EMO.unhappiness,0.93729,0.932816,EMO.despair,0.004474,6.221549,0.5578,False
ma,n,BEI.parent,0.935555,0.931079,EMO.forgiveness,0.004477,7.273198,0.3955,False
inflammatory,adj,ACT.create,0.877896,0.873411,CHG.begin,0.004484,10.964304,0.539,True
tone,v,EXS.matter,0.915821,0.911337,ELM.earth,0.004484,4.961749,0.9795,False
crucify,v,SOC.criticize,0.972026,0.96753,EMO.anger,0.004496,6.647053,0.6888,False
sculpture,v,WLD.art,0.901111,0.896612,CHG.grow,0.004499,11.741198,0.5105,False
absurd,adj,ABS.foolish,0.924296,0.919793,WLD.uncultured,0.004503,5.158668,0.537,False
heat,n,FND.transformation,0.864186,0.859676,STA.healing,0.00451,9.657705,0.502,False
distemper,v,STA.illness,0.966297,0.961787,STA.pain,0.00451,3.944504,0.6442,False
ply,v,ACT.give,0.844553,0.840031,EXS.presence,0.004522,8.118518,0.5069,False
Townsendia Exscapa,n,NAT.flower,0.892621,0.8881,BEI.plant,0.004522,6.282921,0.3839,False
forgetfulness,n,COG.mindless,0.921648,0.917118,COM.muteness,0.004529,5.760558,0.9432,False
catholicon,n,STA.healing,0.900454,0.895922,EXS.vitality,0.004532,6.030786,0.4715,False
Chinese parasol,n,NAT.tree,0.933725,0.929184,WLD.art,0.004541,9.070912,0.7054,False
Lobularia maritima,n,NAT.flower,0.882035,0.877484,BEI.plant,0.004551,5.625817,0.3113,False
result,v,LOG.effect,0.724711,0.720156,ELM.fire,0.004555,10.556076,0.5175,True
muteness,n,FND.languageless,0.88833,0.883767,FND.ahistorical,0.004563,5.015202,0.4401,False
Hoheria populnea,n,NAT.tree,0.882154,0.877573,NAT.flower,0.00458,6.360169,0.3103,False
foul,adj,PRP.dirty,0.887703,0.883117,PER.stench,0.004586,7.245054,0.5907,True
loadstar,n,ELM.star,0.829345,0.824757,ELM.sky,0.004587,10.598476,0.4041,False
disconcertment,n,EMO.anxiety,0.937155,0.932567,EMO.unhappiness,0.004588,6.613737,0.5848,False
pumice,v,EXS.matter,0.907994,0.903404,ACT.emit,0.00459,5.293902,0.8085,False
conjure,v,ACT.create,0.814145,0.809546,TIM.appear,0.004599,12.805968,0.5431,False
break,n,STA.pain,0.946519,0.941919,STA.illness,0.0046,5.586628,0.6387,False
dullness,n,PRP.blunt,0.948997,0.944392,PRP.clean,0.004605,5.124831,0.6782,False
twist,n,STA.pain,0.905575,0.900968,STA.poverty,0.004607,8.173391,0.3772,False
natural,adj,ABS.wise,0.938698,0.934086,VAL.good,0.004612,4.612591,0.5414,False
odour,n,PER.fragrance,0.824565,0.819944,MAT.drink,0.004621,7.743102,0.6326,False
top,v,SOC.individual,0.895853,0.891232,COG.remember,0.004621,6.182816,0.9718,False
mull over,v,COG.think,0.952633,0.94801,FND.mind,0.004623,11.240828,0.5201,False
tergiversation,n,SOC.refuse,0.920429,0.915804,SOC.criticize,0.004626,6.855751,0.6426,False
horrific,adj,VAL.ugliness,0.967217,0.96259,PER.bitter,0.004627,4.107338,0.5682,False
spark,n,ACT.make,0.859402,0.854769,CHG.begin,0.004633,14.98883,0.5438,False
seed,n,ACT.make,0.894281,0.889647,ACT.create,0.004634,16.390793,0.514,False
attacker,n,SOC.criticize,0.947284,0.942646,SOC.refuse,0.004638,8.332448,0.6613,False
discomfit,v,EMO.anxiety,0.937681,0.933033,EMO.sorrow,0.004648,5.377012,0.375,False
despisal,n,EMO.hate,0.947359,0.942707,EMO.shame,0.004652,7.545211,0.604,False
pauperism,n,STA.poverty,0.902095,0.897425,SOC.homeless,0.00467,9.08736,0.6815,False
actualize,v,ACT.make,0.917121,0.912445,ACT.build,0.004676,12.964231,0.4777,False
reproof,n,SOC.criticize,0.93989,0.935209,EMO.hate,0.004681,8.115693,0.5297,False
nonkosher,adj,PRP.dirty,0.930616,0.925932,PER.stench,0.004683,6.998776,0.3234,False
lam,v,ACT.leave,0.881123,0.876431,WLD.artless,0.004692,10.437481,0.7327,False
naive,adj,COG.ignorance,0.92743,0.922737,FND.uninformed,0.004693,5.703306,0.663,False
aromatic,adj,PER.stench,0.940398,0.935704,PRP.dirty,0.004693,6.546855,0.4085,False
origin,n,ACT.create,0.712223,0.70751,PRP.new,0.004713,14.150791,0.6536,False
poke,n,PER.touch,0.927031,0.922309,PRP.hot,0.004722,5.742955,0.7692,False
easy,adj,STA.comfort,0.92524,0.920515,BOD.ear,0.004725,6.304887,0.7283,False
word sense,n,FND.intuition,0.837789,0.833059,FND.mind,0.00473,9.359884,0.7733,False
release,v,ACT.emit,0.787391,0.782654,ACT.move,0.004737,8.900222,0.6033,True
solacement,n,STA.comfort,0.930251,0.925502,PER.taste,0.004749,9.437304,0.5801,False
leeward,n,BOD.face,0.859604,0.854848,ACT.sit,0.004756,7.265856,0.786,True
dysmenorrhea,n,STA.pain,0.895099,0.890334,STA.illness,0.004765,9.150588,0.5103,False
ozena,n,STA.illness,0.909311,0.904543,CHG.decay,0.004768,6.434413,0.5729,False
sour-tasting,adj,PER.delicious,0.947224,0.942455,STA.comfort,0.004769,7.244037,0.502,False
dislodge,v,ACT.move,0.886789,0.882002,PER.touch,0.004788,7.361156,0.7116,False
dye,v,EXS.matter,0.876533,0.871741,ELM.water,0.004792,5.998353,0.9577,False
helianthus,n,NAT.flower,0.926492,0.921699,NAT.river,0.004793,5.507953,0.824,False
horror,n,EMO.fear,0.853501,0.848704,COG.confusion,0.004798,7.424392,0.3907,False
thrower,n,SOC.individual,0.880989,0.876189,PER.see,0.0048,6.52424,0.9729,False
deformation,n,FND.transformation,0.892473,0.887669,ACT.dissolve,0.004804,12.592114,0.5524,False
trace,v,ACT.go,0.868115,0.863303,PRP.blunt,0.004812,5.772252,0.508,False
Jamaican cherry,n,NAT.tree,0.902002,0.897186,FND.spatiality,0.004816,5.726843,0.5136,False
want,v,EMO.desire,0.904265,0.899428,EMO.doubt,0.004837,5.793115,0.6196,False
worriment,n,EMO.anxiety,0.931767,0.926926,EMO.unhappiness,0.004841,6.430496,0.5587,False
olfactory sensation,n,PER.stench,0.930074,0.925194,PRP.dirty,0.004879,6.146901,0.6748,False
delight,n,EMO.satisfaction,0.951838,0.946951,ABS.wise,0.004887,4.721497,0.6621,False
barbarity,n,WLD.uncultured,0.88906,0.884164,VAL.evil,0.004896,5.25616,0.6528,False
acanthotic,adj,STA.illness,0.934821,0.929922,STA.poverty,0.004899,6.560809,0.617,False
rehash,v,FND.information,0.750113,0.74521,VAL.incorrect,0.004904,10.745554,0.808,False
beverage,n,MAT.drink,0.896968,0.892061,MAT.food,0.004907,6.334679,0.9044,False
goo,n,EXS.matter,0.883176,0.878256,MAT.drink,0.004921,5.769741,0.9605,False
reliableness,n,ABS.responsibility,0.954502,0.949579,VAL.good,0.004923,4.014176,0.5036,False
whiff,v,ELM.wind,0.858937,0.853996,ELM.water,0.004941,5.618464,0.8886,False
easiness,n,STA.comfort,0.842093,0.837153,TIM.come,0.004941,8.367692,0.526,True
blank out,v,FND.memoryless,0.961369,0.956422,COG.forget,0.004946,4.529226,0.6003,False
furiousness,n,EMO.anger,0.970573,0.965617,EMO.shame,0.004956,4.890715,0.7836,False
dim,v,FND.transformation,0.883217,0.878257,STA.healing,0.004961,8.331186,0.6536,False
retain,v,COG.remember,0.939583,0.934619,FND.memory,0.004964,7.930409,0.5924,False
nestling,n,PRP.young,0.908542,0.903573,BEI.child,0.004969,10.698232,0.5402,False
parceling,n,COG.separate,0.888258,0.883285,FND.spatiality,0.004973,5.852258,0.3179,False
fear,v,EMO.anxiety,0.930645,0.925672,COG.confusion,0.004973,7.960884,0.6975,False
bring forth,v,ACT.build,0.844796,0.83982,ACT.make,0.004976,8.991723,0.529,True
seeing,n,BOD.eye,0.933156,0.928175,PER.taste,0.004981,6.741117,0.5714,False
outlay,n,ECO.pay,0.873479,0.868496,ECO.price,0.004983,6.165299,0.3678,False
