word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,l2_self,focus_rate,re_observed
exposit,v,CHG.grow,0.04978,0.781102,FND.information,-0.731322,12.059577,0.6183,True
peaceful,adj,STA.peace,0.064514,0.777348,PRP.wide,-0.712834,13.46728,0.6916,True
copy,v,ACT.make,0.074368,0.781102,FND.information,-0.706734,14.399861,0.8752,True
plan of attack,n,SOC.attack,0.077585,0.781102,FND.information,-0.703516,15.39113,0.6223,True
Thatch,n,COM.teach,0.188617,0.855669,EXS.matter,-0.667052,13.773501,0.8162,False
stool,n,COG.learn,0.179671,0.839051,ELM.water,-0.65938,13.347705,0.8995,False
stamp,v,SOC.family,0.133533,0.788957,ELM.earth,-0.655425,15.014406,0.8611,True
uncomplicated,adj,PRP.easy,0.054356,0.706291,REL.different,-0.651934,8.968103,0.6462,True
vacation spot,n,SOC.nation,0.217277,0.868454,ELM.earth,-0.651177,13.296012,0.985,False
wintry,adj,TIM.period,0.184935,0.835275,ELM.earth,-0.65034,11.5157,0.6921,True
fill in,v,REL.same,0.158655,0.775354,ECO.currency,-0.616699,14.376877,0.8064,False
choker,n,COG.forget,0.24696,0.863583,ELM.earth,-0.616623,14.240672,0.9908,False
incapable,adj,PRP.impossible,0.296766,0.913373,ACT.sit,-0.616607,12.170574,0.6228,True
clapper,n,SOC.praise,0.258108,0.870011,ELM.water,-0.611903,13.951747,0.9896,False
malediction,n,ACT.build,0.24346,0.855347,VAL.evil,-0.611887,16.605579,0.8086,False
pod,n,COG.learn,0.141629,0.748124,REL.together,-0.606495,15.871677,0.4945,True
transcendental number,n,LOG.unreason,0.057375,0.657037,FND.information,-0.599662,12.377399,0.3706,True
vernal,adj,PRP.young,0.236765,0.835275,ELM.earth,-0.59851,15.810754,0.7119,True
solvent,n,COG.know,0.283096,0.880472,ELM.water,-0.597376,14.334154,0.8726,False
specify,v,CHG.grow,0.138729,0.733841,FND.information,-0.595113,11.910494,0.4838,False
topic,n,EXS.matter,0.279814,0.872184,VAL.sacred,-0.59237,16.098274,0.8157,False
ostracism,n,ACT.move,0.270824,0.854127,COM.conflict,-0.583303,14.977457,0.6751,False
constitutionalize,v,ACT.go,0.308991,0.889626,WLD.culture,-0.580635,21.383164,0.353,False
literacy,n,WLD.technique,0.203318,0.781102,FND.information,-0.577784,11.566223,0.8392,True
shrubbery,n,SOC.nation,0.301067,0.877084,ELM.earth,-0.576017,12.647346,0.9883,False
indexing,n,ACT.give,0.228753,0.804563,FND.information,-0.57581,12.190681,0.7396,False
game bird,n,FND.play,0.285454,0.859329,ELM.earth,-0.573875,10.596203,0.7397,False
FTP,n,SOC.homeless,0.039718,0.609111,ACT.receive,-0.569393,10.079612,0.6247,True
other,adj,TIM.past,0.160004,0.728584,PRP.wide,-0.56858,12.291665,0.666,True
present,adj,WLD.nonscience,0.290137,0.856753,ACT.emit,-0.566616,14.728803,0.7989,True
damnation,n,ACT.build,0.333264,0.899266,PRP.impossible,-0.566003,16.636246,0.6798,False
some,adj,PRP.multiple,0.269296,0.835275,ELM.earth,-0.565979,9.251597,0.857,True
drought,n,TIM.period,0.194395,0.75984,ECO.waste,-0.565444,14.166729,0.6368,True
backup,n,REL.same,0.273803,0.83647,FND.information,-0.562668,12.996938,0.8149,False
geographical,adj,VAL.truth,0.239635,0.800282,ELM.earth,-0.560647,12.86195,0.5904,False
annual,adj,EXS.being,0.205035,0.762919,ELM.night,-0.557884,13.943175,0.763,False
turn,n,FND.number,0.013385,0.569972,ELM.night,-0.556587,11.794025,0.8098,True
famine,n,EMO.wish,0.316821,0.873227,PRP.murky,-0.556406,12.652113,0.6574,False
inaccurate,adj,SPC.outside,0.297058,0.85185,FND.information,-0.554791,12.240096,0.9138,False
lick,v,COG.enlightenment,0.352675,0.907194,ACT.emit,-0.554519,12.704077,0.0761,False
predict,v,FND.mind,0.227304,0.781102,FND.information,-0.553798,14.966589,0.6495,True
floor,n,VAL.correct,0.305149,0.856995,FND.spatiality,-0.551847,14.15487,0.748,False
reprint,v,FND.labor,0.265704,0.816758,FND.information,-0.551054,12.77003,0.8146,False
dullard,n,FND.transformation,0.308192,0.857595,ABS.foolish,-0.549403,16.792125,0.5821,False
young,adj,PRP.old,0.180929,0.730198,CHG.begin,-0.549269,13.484538,0.9186,False
ascomycetous,adj,EXS.being,0.286571,0.835275,ELM.earth,-0.548704,12.374048,0.6996,True
micro-organism,n,EXS.being,0.286571,0.835275,ELM.earth,-0.548704,11.374485,0.8032,True
wedding night,n,ELM.night,0.41119,0.958657,EMO.forgiveness,-0.547468,21.42039,0.4349,False
indexer,n,ACT.give,0.191484,0.73877,FND.information,-0.547286,14.429825,0.789,False
survey,n,BOD.eye,0.166763,0.708909,FND.information,-0.542145,14.304959,0.4326,False
FTP,n,ACT.move,0.332485,0.871437,FND.history,-0.538952,15.912895,0.5801,False
bigeminal,adj,PRP.multiple,0.031573,0.569972,ELM.night,-0.538399,10.642731,0.7629,True
material,adj,VAL.profane,0.322367,0.860009,PRP.bright,-0.537643,12.631437,0.9762,False
glide,n,SOC.homeless,0.12815,0.665726,REL.together,-0.537576,11.099261,0.5436,True
unhallowed,adj,VAL.profane,0.378193,0.913373,ACT.sit,-0.53518,11.434377,0.7316,True
meshing,n,SOC.homeless,0.171449,0.706291,REL.different,-0.534842,11.259215,0.7629,True
pulse,v,SOC.homeless,0.171449,0.706291,REL.different,-0.534842,10.257911,0.7451,True
caption,n,ACT.give,0.324774,0.858286,FND.information,-0.533512,11.921603,0.7415,False
assorted,adj,ABS.other,0.31593,0.848902,ACT.sit,-0.532972,11.918384,0.4237,True
Lappland,n,REL.same,0.346927,0.878567,PRP.wide,-0.53164,10.854659,0.7497,False
soak,n,COM.conduct,0.323524,0.854245,PRP.shallow,-0.530721,8.271991,0.1428,False
refer,v,FND.labor,0.390531,0.916836,FND.information,-0.526304,10.519649,0.6805,False
designing,n,ACT.create,0.309847,0.835275,ELM.earth,-0.525428,14.47144,0.9005,True
infinite,n,FND.spatiality,0.357422,0.880968,VAL.sacred,-0.523545,14.985139,0.577,False
poll,v,ACT.obtain,0.217127,0.740556,FND.information,-0.523429,10.456973,0.4406,False
bender,n,FND.transformation,0.400306,0.922346,WLD.artless,-0.52204,18.723436,0.6303,False
extraneous,adj,SPC.outside,0.277738,0.799769,FND.uninformed,-0.522031,13.625786,0.584,True
affair,n,EXS.matter,0.297648,0.818296,ABS.foolish,-0.520648,11.591414,0.0287,False
assess,v,SOC.official,0.214451,0.734818,FND.information,-0.520367,13.390254,0.5675,True
exemplify,v,CHG.grow,0.325338,0.844254,VAL.sacred,-0.518916,10.985599,0.5271,False
trade union,n,SOC.individual,0.172012,0.690195,SOC.family,-0.518183,17.948561,0.5362,False
signal,v,PRP.sharp,0.353992,0.872015,FND.uninformed,-0.518023,13.375792,0.724,True
coy,adj,TIM.indefinite,0.336333,0.853993,SOC.request,-0.51766,8.928438,0.5169,True
snake oil,n,ELM.water,0.203691,0.719568,VAL.falsehood,-0.515878,12.339741,0.3292,False
twinkling,n,TIM.moment,0.24038,0.753789,ELM.earth,-0.513408,9.528206,0.6462,True
res judicata,n,EXS.matter,0.24085,0.752666,FND.numberless,-0.511816,14.745789,0.6387,False
territorial waters,n,ELM.water,0.235205,0.747013,SOC.family,-0.511808,15.438493,0.4768,False
evaporate,v,COM.conduct,0.397414,0.908843,PRP.dirty,-0.511428,8.598373,0.4489,False
lobby,n,SOC.request,0.370645,0.880506,EXS.matter,-0.509861,12.923101,0.9767,False
journalistic,adj,SOC.work,0.325925,0.835122,FND.information,-0.509197,12.365866,0.9863,False
momentaneous,adj,TIM.period,0.347334,0.855441,BOD.face,-0.508107,10.904597,0.7402,True
area,n,SOC.nation,0.371819,0.878687,ELM.earth,-0.506868,12.253207,0.7117,False
muff,n,COG.forget,0.349577,0.856328,PRP.wet,-0.506751,11.966484,0.4913,False
flash,n,TIM.moment,0.353184,0.859384,PRP.shallow,-0.5062,8.732719,0.7342,False
neighbourly,adj,EXS.being,0.39235,0.897161,REL.together,-0.504811,15.794987,0.6126,False
sustainable,adj,CHG.stay,0.065915,0.569972,ELM.night,-0.504057,12.594097,0.5931,True
comradely,adj,SOC.individual,0.377868,0.881514,REL.same,-0.503646,15.94596,0.6587,False
reference,n,ACT.move,0.4164,0.918393,COM.announce,-0.501993,17.899391,0.6978,False
sec,n,TIM.moment,0.318985,0.819912,FND.information,-0.500927,11.19668,0.6395,False
date,n,ACT.exit,0.335271,0.83615,FND.number,-0.50088,14.884956,0.8005,False
diversify,v,PRP.narrow,0.325438,0.826293,STA.peace,-0.500855,20.612351,0.3525,False
standard,n,SOC.homeless,0.21378,0.714415,COM.announce,-0.500635,9.266249,0.5001,False
headline,n,ACT.give,0.388365,0.888745,FND.information,-0.50038,14.121905,0.8473,False
dull,v,FND.transformation,0.090108,0.587553,PRP.dirty,-0.497445,15.365033,0.4436,False
docket,n,ACT.move,0.204692,0.7012,FND.information,-0.496509,17.0618,0.733,False
bring up,v,SOC.homeless,0.19778,0.692403,REL.together,-0.494623,11.665395,0.581,True
extract,v,ACT.create,0.278525,0.772946,ACT.destroy,-0.49442,15.665045,0.8339,False
tribalism,n,WLD.nonscience,0.212589,0.706291,REL.different,-0.493701,11.76392,0.6333,True
publicize,v,SOC.individual,0.211976,0.704294,FND.information,-0.492318,17.983026,0.743,False
Hinayanist,n,WLD.religion,0.219749,0.711506,WLD.unskilled,-0.491757,10.971253,0.5711,True
salute,v,MAT.drink,0.317135,0.807635,REL.together,-0.4905,11.332615,0.4153,False
displease,v,EMO.joy,0.323383,0.811869,COM.conflict,-0.488487,12.770542,0.4882,False
slanguage,n,FND.language,0.078274,0.566437,FND.ahistorical,-0.488164,11.343042,0.802,True
house,n,FND.play,0.379753,0.867778,ELM.earth,-0.488026,10.356222,0.9402,False
chorus,n,BOD.mouth,0.289578,0.777183,REL.together,-0.487606,19.6025,0.5762,False
duck soup,n,ELM.wind,0.295106,0.782163,VAL.sacred,-0.487056,12.571149,0.7289,True
pennant,n,EMO.respect,0.357488,0.844513,ELM.earth,-0.487025,13.119226,0.984,False
piece of cake,n,ELM.wind,0.261672,0.747918,COG.intention,-0.486246,13.441385,0.6875,True
shallow,n,FND.transformation,0.295423,0.780782,PRP.shallow,-0.485359,15.213189,0.8921,False
menopausal,adj,FND.time,0.42103,0.904657,STA.healing,-0.483628,16.563043,0.5929,True
confine,v,ABS.release,0.455214,0.938429,PER.blind,-0.483215,16.315548,0.4933,True
moon about,v,EXS.being,0.411589,0.894719,PRP.shallow,-0.48313,10.30625,0.3861,False
oxygenate,v,COM.conduct,0.410015,0.892952,NAT.sea,-0.482937,10.182891,0.6482,False
radiation,n,COM.conduct,0.389035,0.871677,ECO.waste,-0.482641,9.651644,0.7168,False
etymologize,v,WLD.science,0.345245,0.826416,PRP.easy,-0.481171,12.268356,0.5904,True
preposition,n,ACT.move,0.367779,0.848182,ABS.other,-0.480403,15.37232,0.5905,False
putrefy,v,COM.conduct,0.392519,0.872854,ECO.waste,-0.480335,9.624104,0.7063,False
postposition,n,SOC.homeless,0.079767,0.559671,TIM.appear,-0.479904,11.856507,0.8032,True
damnation,n,ACT.make,0.405064,0.884433,EMO.despair,-0.479369,17.55552,0.5777,False
neighbor,v,SOC.individual,0.34522,0.823661,REL.different,-0.478441,14.419026,0.9856,False
Edward Thatch,n,COM.teach,0.359854,0.838195,COG.ignorance,-0.478341,12.063272,0.4757,False
average,n,EXS.being,0.327931,0.805303,WLD.science,-0.477371,12.471528,0.4165,False
forest fire fighter,n,SOC.official,0.406736,0.882075,NAT.sea,-0.475339,10.722371,0.4006,False
lubricate,v,EXS.being,0.400196,0.875472,ELM.water,-0.475276,11.756391,0.8142,False
commemorative,adj,FND.memory,0.388234,0.863421,WLD.outer_realm,-0.475188,14.207687,0.5227,True
farm,v,SOC.work,0.433603,0.908726,ELM.night,-0.475123,15.805973,0.4966,False
lubrication,n,EXS.being,0.343845,0.818816,ELM.wind,-0.474971,13.017621,0.7085,False
trim,n,EXS.being,0.395369,0.870235,PRP.shallow,-0.474866,10.684256,0.4542,False
sealed,adj,TIM.indefinite,0.383754,0.857844,PRP.high,-0.47409,8.188428,0.4257,False
lead,v,PRP.long,0.393773,0.867565,COM.cooperate,-0.473792,9.449984,0.4292,False
discomfiture,n,ACT.build,0.386241,0.859106,ABS.foolish,-0.472865,11.55128,0.3458,False
filter,v,COM.conduct,0.312705,0.785083,FND.uninformed,-0.472378,13.639989,0.6731,True
affectionate,adj,PRP.hot,0.379612,0.851686,REL.alone,-0.472074,11.06917,0.5242,True
agrobiology,n,WLD.science,0.228567,0.699596,ELM.earth,-0.471029,11.787557,0.512,True
mill about,v,EXS.being,0.407729,0.878653,PRP.shallow,-0.470924,12.117262,0.5799,False
communication,n,ACT.move,0.245564,0.71555,COM.announce,-0.469985,13.214092,0.4543,False
lounge,v,EXS.being,0.414319,0.883699,PRP.shallow,-0.469379,11.794918,0.5832,False
limpidity,n,PRP.clear,0.415031,0.884155,ACT.sit,-0.469124,11.491418,0.5063,True
monarchical,adj,SOC.individual,0.369776,0.838607,SOC.nation,-0.468831,14.566391,0.6176,False
chordate,n,BEI.beast,0.091435,0.559671,TIM.appear,-0.468236,11.521837,0.6646,True
lubricator,n,EXS.being,0.417859,0.885307,ELM.water,-0.467447,11.759261,0.8123,False
fulfillment,n,ACT.make,0.472147,0.939272,COG.enlightenment,-0.467125,13.522041,0.5763,False
longueur,n,FND.temporality,0.244533,0.711506,WLD.unskilled,-0.466972,9.011642,0.6211,True
sign,v,EXS.being,0.315703,0.78266,TIM.appear,-0.466957,12.584468,0.7831,True
partnership,n,SOC.individual,0.394056,0.86083,COM.cooperate,-0.466774,15.295546,0.956,False
millenary,adj,TIM.period,0.467438,0.933798,FND.ahistorical,-0.46636,14.436101,0.5522,False
choir,n,BOD.mouth,0.394832,0.858952,REL.together,-0.46412,21.063271,0.4141,False
mortification,n,CHG.grow,0.390984,0.854391,ACT.destroy,-0.463407,12.487329,0.9871,False
directive,n,SOC.request,0.375421,0.838148,FND.information,-0.462727,15.36531,0.6613,False
suit,n,PRP.difficult,0.422073,0.884499,PRP.rough,-0.462427,11.879729,0.8146,False
stub out,v,CHG.end,0.464194,0.92624,PRP.blunt,-0.462046,16.380781,0.6583,False
mousey,adj,EXS.being,0.463289,0.925323,PRP.shallow,-0.462033,9.956565,0.412,False
indicate,v,PRP.sharp,0.243203,0.704586,REL.different,-0.461382,12.981586,0.5995,False
earth,n,COM.secret,0.41395,0.875136,NAT.sea,-0.461187,13.10475,0.7393,False
syndication,n,ACT.create,0.382051,0.843216,FND.information,-0.461165,13.708937,0.428,False
appertain,v,PRP.part,0.394273,0.855166,REL.same,-0.460893,14.042622,0.8137,False
documentary,n,ECO.save,0.42324,0.883542,FND.information,-0.460302,10.636988,0.828,False
damnation,n,ACT.create,0.453002,0.913295,PRP.impossible,-0.460293,18.372102,0.5365,False
rate,v,EXS.being,0.336894,0.796118,COM.announce,-0.459224,11.557956,0.3455,False
dart,v,EXS.being,0.347654,0.806775,TIM.appear,-0.459121,10.487188,0.4903,False
united,adj,ABS.bound,0.38036,0.839434,REL.same,-0.459074,12.615405,0.598,False
launch,n,SOC.homeless,0.2168,0.675828,PRP.new,-0.459028,19.746615,0.4675,False
lallygag,v,EXS.being,0.407083,0.865543,WLD.artless,-0.45846,10.321335,0.4466,False
disunite,v,ACT.move,0.270976,0.728872,FND.transformation,-0.457896,12.314391,0.5769,True
index,n,ACT.give,0.422231,0.879301,FND.information,-0.457069,10.534223,0.6533,False
cladogram,n,NAT.tree,0.281408,0.73839,WLD.science,-0.456982,22.409493,0.5215,False
spoken communication,n,FND.language,0.102695,0.559671,TIM.appear,-0.456976,12.229091,0.8392,True
honeymoon,n,TIM.period,0.397841,0.854674,REL.different,-0.456832,11.628105,0.8124,False
unity,n,PRP.single,0.364918,0.821554,REL.together,-0.456635,15.476152,0.5539,True
rain shadow,n,SOC.nation,0.417493,0.872835,NAT.sea,-0.455342,10.042677,0.5448,True
shame,n,ACT.create,0.497274,0.952354,EMO.shame,-0.455081,15.402622,0.5407,False
dawn,n,TIM.period,0.106552,0.559671,TIM.appear,-0.453119,12.056704,0.7813,True
welcome,n,ACT.obtain,0.368743,0.821245,REL.together,-0.452502,12.209406,0.5053,True
pallor,n,FND.transformation,0.4322,0.884652,PRP.dirty,-0.452452,16.160818,0.5674,False
recommencement,n,CHG.begin,0.347604,0.799371,ELM.wind,-0.451767,14.137889,0.8071,True
unemotional,adj,PRP.cold,0.46174,0.913065,EMO.pride,-0.451324,12.298346,0.9379,False
alternate,adj,REL.same,0.182997,0.633819,TIM.period,-0.450822,10.818938,0.1789,False
press release,n,ABS.release,0.42398,0.874593,FND.information,-0.450613,13.501021,0.8872,False
standard,n,ACT.move,0.26269,0.712321,COM.announce,-0.449631,13.464301,0.537,False
deracination,n,ACT.move,0.456633,0.905888,SOC.stateless,-0.449256,12.218061,0.3507,False
lifespan,n,TIM.period,0.38093,0.830001,BOD.face,-0.449071,10.83824,0.6125,True
extraction,n,COM.conduct,0.409258,0.858151,ECO.waste,-0.448893,8.131628,0.5687,False
civic pride,n,EMO.pride,0.369071,0.817339,PRP.far,-0.448268,15.429156,0.6217,True
liquid,adj,PRP.clear,0.385123,0.83319,ELM.earth,-0.448067,11.67974,0.7443,False
exclusion,n,ACT.move,0.392938,0.840674,COM.conflict,-0.447736,11.783896,0.3698,False
expropriation,n,ACT.take,0.162064,0.609746,FND.transformation,-0.447683,13.349388,0.6732,True
polarization,n,ACT.move,0.392691,0.8401,WLD.culture,-0.447409,16.028007,0.3897,False
space,n,ACT.move,0.347451,0.794763,FND.unchanging,-0.447312,17.701464,0.5277,False
speech communication,n,FND.language,0.259243,0.706291,REL.different,-0.447048,9.858815,0.5953,True
biped,adj,EXS.being,0.447539,0.893518,ACT.sit,-0.445979,11.406357,0.5826,True
Libyan,adj,SOC.individual,0.399869,0.845692,VAL.sacred,-0.445823,17.279771,0.5362,False
transmitting,n,SOC.homeless,0.405536,0.851109,COM.announce,-0.445574,9.844767,0.3121,False
firmamental,adj,ABS.bound,0.405872,0.850633,VAL.sacred,-0.444761,9.115001,0.5439,False
disconcertment,n,ACT.build,0.344679,0.788501,EMO.anxiety,-0.443822,16.599465,0.5312,True
enfeoffment,n,ACT.give,0.311429,0.755097,SOC.nation,-0.443668,14.027807,0.5312,True
dumping,n,ECO.sell,0.150421,0.593893,ACT.destroy,-0.443472,12.795993,0.6718,True
buzz,n,EXS.being,0.407014,0.85043,MAT.food,-0.443417,10.450972,0.6813,True
kicker,n,SOC.homeless,0.437106,0.879614,PRP.easy,-0.442508,15.88031,0.6399,False
juxtaposition,n,ACT.move,0.291333,0.733074,REL.different,-0.44174,11.42962,0.5091,False
powder,v,EXS.being,0.392174,0.83389,PRP.shallow,-0.441716,13.281189,0.9285,False
plan of attack,n,TIM.come,0.456603,0.898026,WLD.science,-0.441424,13.252813,0.3232,False
polarisation,n,ACT.move,0.275174,0.716491,FND.transformation,-0.441317,12.616284,0.6403,True
Neandertal man,n,BEI.human,0.394724,0.835275,ELM.earth,-0.440551,12.137123,0.937,True
workable,adj,PRP.possible,0.505719,0.946077,ABS.responsibility,-0.440359,7.310809,0.438,False
welcome,v,EXS.being,0.145963,0.586123,ACT.receive,-0.44016,15.918987,0.7258,True
date,n,ACT.leave,0.37039,0.810467,FND.information,-0.440077,12.400579,0.4167,False
baby,n,TIM.period,0.370805,0.810735,TIM.appear,-0.43993,15.387813,0.5579,True
spite,n,ACT.create,0.52349,0.963387,EMO.anger,-0.439897,17.562317,0.6121,False
concert,v,COG.intention,0.30865,0.748175,REL.together,-0.439525,12.605734,0.431,False
discontinue,v,CHG.stay,0.406791,0.846075,COM.conduct,-0.439285,10.496446,0.985,False
chlorinate,v,COM.conduct,0.304715,0.743147,ELM.earth,-0.438432,12.211608,0.6961,True
temporary,adj,WLD.secular,0.353359,0.791549,TIM.appear,-0.43819,9.516357,0.3794,True
leader,n,ACT.move,0.346572,0.784682,COM.cooperate,-0.43811,15.136374,0.5291,True
ice age,n,TIM.period,0.361985,0.799111,ELM.night,-0.437126,9.301168,0.7496,True
extreme,adj,PRP.deep,0.468536,0.905465,ACT.sit,-0.436929,10.917014,0.6947,True
jaw,v,COM.speak,0.438999,0.875593,PRP.shallow,-0.436594,10.297561,0.393,False
neighborly,adj,SOC.individual,0.445536,0.881637,STA.peace,-0.436101,14.230527,0.6614,False
contract,v,CHG.grow,0.406146,0.841796,SOC.request,-0.43565,13.844446,0.5776,True
wellness,n,STA.illness,0.469546,0.905174,COG.enlightenment,-0.435629,14.785328,0.7002,False
tongue,n,FND.language,0.469666,0.905021,PER.touch,-0.435355,9.519137,0.4612,False
hypertensive,n,EMO.patience,0.388713,0.82388,STA.illness,-0.435167,11.44406,0.4587,False
glitter,n,EXS.being,0.402622,0.837785,TIM.appear,-0.435163,13.272239,0.6087,False
fitting,n,EXS.being,0.422966,0.857758,BOD.face,-0.434792,9.873431,0.6247,True
national,adj,SOC.individual,0.499321,0.933924,SOC.public,-0.434603,11.936284,0.9792,False
mess about,v,EXS.being,0.42393,0.858297,WLD.artless,-0.434367,18.333853,0.5826,False
salt mine,n,SOC.work,0.317544,0.751318,ELM.night,-0.433774,12.642888,0.7163,True
ecesis,n,COM.conduct,0.356666,0.790438,ACT.receive,-0.433772,9.575556,0.5235,True
pod,v,COG.learn,0.142939,0.576697,REL.different,-0.433758,12.653568,0.7636,True
severe,adj,PRP.deep,0.376391,0.809731,ECO.waste,-0.43334,11.977529,0.8234,True
marker,n,COG.remember,0.479687,0.912963,ACT.sit,-0.433276,14.389512,0.686,True
lactate,v,TIM.period,0.439196,0.872039,PRP.slow,-0.432843,13.857428,0.8088,False
digestion,n,COG.know,0.39824,0.830455,ACT.fall,-0.432215,15.371908,0.6958,False
eyeful,n,BEI.female,0.355709,0.787906,FND.uninformed,-0.432197,11.99464,0.8513,False
Ramadan,n,PRP.fast,0.027197,0.459115,ELM.night,-0.431919,14.358478,0.5966,True
leap second,n,TIM.moment,0.309774,0.74164,FND.information,-0.431866,12.22583,0.5777,False
alphabet,n,ACT.give,0.398493,0.829576,FND.information,-0.431083,12.330744,0.5857,False
geographic,adj,VAL.truth,0.355396,0.786404,ELM.earth,-0.431009,10.719778,0.3952,False
compound,v,PRP.whole,0.392789,0.823653,ELM.earth,-0.430864,9.213796,0.5411,False
piss,v,EXS.being,0.442927,0.873707,ELM.wind,-0.43078,10.819691,0.9051,False
rocketry,n,SOC.homeless,0.135173,0.565819,FND.transformation,-0.430646,12.772774,0.7402,True
evidence,n,WLD.artless,0.384071,0.814103,FND.information,-0.430032,9.545023,0.6191,False
past,adj,PRP.new,0.438867,0.868423,COG.learn,-0.429556,13.400193,0.5835,True
join forces,v,FND.labor,0.303893,0.733189,REL.together,-0.429296,10.178515,0.4867,False
backup,n,ACT.make,0.4299,0.858944,FND.information,-0.429045,13.492736,0.8066,False
wreak,v,ACT.build,0.412847,0.840642,STA.illness,-0.427795,11.306361,0.5621,True
good-humored,adj,ELM.sun,0.476852,0.904622,EMO.like,-0.42777,9.645701,0.2082,False
discomfiture,n,ACT.make,0.524019,0.951306,EMO.anxiety,-0.427287,12.078811,0.616,False
walk over,v,SOC.work,0.445663,0.872512,COM.conflict,-0.426849,9.519652,0.4318,False
descendant,n,ACT.descend,0.410901,0.837072,SOC.family,-0.426171,12.479675,0.3281,False
hum,n,COM.conduct,0.391562,0.817089,PRP.shallow,-0.425527,9.123632,0.3559,False
absorption,n,COM.conduct,0.361784,0.786823,ACT.receive,-0.425039,8.62883,0.4818,False
freeze,n,SOC.refuse,0.131435,0.555868,PRP.multiple,-0.424433,15.342098,0.5649,True
commensal,n,EXS.being,0.403289,0.827585,TIM.come,-0.424296,11.879694,0.4441,True
jumble,n,ACT.build,0.468269,0.892431,PRP.dirty,-0.424162,10.378064,0.4083,False
produce,v,ECO.buy,0.411402,0.835275,ELM.earth,-0.423873,9.708752,0.6037,True
entr'acte,n,EMO.manifest,0.197829,0.621556,TIM.period,-0.423728,11.020012,0.3135,False
variable quantity,n,FND.number,0.042162,0.465811,TIM.indefinite,-0.423649,12.153262,0.7026,True
abuse,v,COM.practice,0.170553,0.593893,ACT.destroy,-0.42334,10.420071,0.834,False
hi-fi,adj,VAL.correct,0.364312,0.787571,BOD.foot,-0.423259,9.131994,0.4242,True
view,v,BOD.eye,0.521649,0.944623,FND.uninformed,-0.422974,12.425321,0.761,False
retrogression,n,CHG.retreat,0.378161,0.800948,VAL.evil,-0.422787,8.774732,0.5295,False
prevalent,adj,EXS.being,0.295489,0.718256,WLD.science,-0.422768,10.866778,0.3492,False
lollygag,v,EXS.being,0.401078,0.823724,WLD.artless,-0.422646,10.635982,0.4384,False
minister,v,FND.labor,0.402302,0.824761,REL.same,-0.422458,11.016298,0.5513,True
cleanup,n,ECO.earn,0.364321,0.78673,ABS.release,-0.422409,10.019083,0.9906,False
fractious,adj,PRP.hard,0.377866,0.80018,ABS.foolish,-0.422314,11.33141,0.4644,False
mob,n,SOC.family,0.438209,0.860315,STA.war,-0.422106,10.913633,0.4291,False
arrogate,v,EXS.being,0.493292,0.914973,SOC.criticize,-0.421682,10.735033,0.438,False
supremacism,n,WLD.nonscience,0.220743,0.642359,ECO.loss,-0.421616,13.858549,0.5837,True
lap,n,WLD.realm,0.499267,0.920824,STA.comfort,-0.421557,14.425866,0.4987,True
assault gun,n,FND.unconscious,0.417523,0.839029,PER.stench,-0.421506,14.411493,0.7132,False
conclude,v,PRP.near,0.375429,0.79644,TIM.past,-0.421011,9.136865,0.406,False
commensal,adj,EXS.being,0.389984,0.810859,REL.together,-0.420875,10.729591,0.3,False
starboard,v,PRP.shallow,0.471825,0.892104,ACT.stop,-0.420279,14.088653,0.529,True
guest night,n,ELM.night,0.486728,0.906967,STA.peace,-0.420239,10.065127,0.33,False
tosser,n,ELM.sky,0.456666,0.87569,PER.see,-0.419024,10.759577,0.6605,True
several,adj,ABS.other,0.478064,0.896649,STA.comfort,-0.418586,12.296713,0.5341,True
complete,v,ACT.emit,0.055173,0.473604,LOG.effect,-0.418431,14.908737,0.7545,True
loaf,v,EXS.being,0.527916,0.946178,WLD.artless,-0.418262,9.703212,0.3869,False
endless,adj,PRP.long,0.53175,0.949987,FND.timeless,-0.418237,14.887287,0.608,False
agnatic,adj,SOC.individual,0.40991,0.827494,SOC.family,-0.417585,18.173149,0.5425,False
ergodicity,n,PER.sound,0.222876,0.640417,TIM.period,-0.417541,13.1696,0.3717,False
cue,n,FND.language,0.388975,0.806345,CHG.begin,-0.417371,15.069251,0.476,True
kip,v,TIM.period,0.478281,0.895546,ACT.sit,-0.417265,16.076349,0.702,False
ornamentation,n,EXS.being,0.486216,0.903354,PRP.shallow,-0.417139,10.809727,0.6551,False
victimise,v,COM.practice,0.313393,0.730475,COM.conflict,-0.417082,13.874026,0.7664,True
record,v,SOC.official,0.389724,0.806561,FND.information,-0.416837,10.600228,0.4979,False
clotting time,n,TIM.period,0.456975,0.873489,PER.see,-0.416513,16.857518,0.5558,False
wide-ranging,adj,PRP.large,0.196879,0.613326,PRP.multiple,-0.416447,15.523738,0.5557,False
score,n,ACT.make,0.41889,0.835275,ELM.earth,-0.416385,11.884649,0.0837,True
agnate,adj,SOC.individual,0.295074,0.711218,SOC.family,-0.416144,13.478461,0.4086,False
race,v,EXS.being,0.477354,0.893394,ACT.go,-0.41604,9.522817,0.4173,False
loop,n,ACT.move,0.228834,0.644826,TIM.period,-0.415992,17.634314,0.6335,False
appositive,adj,ACT.move,0.394972,0.81092,COG.enlightenment,-0.415948,12.39107,0.4872,True
